name,address,city,state,websites,phone,owners,other_emails,primary_email,,,,,,,,,,,,,,,,,,
CARPET WEAVERS - BROWNBEE,,CHAMPAIGN,IL,"http://www.carpetweaversflooring.com/,",(217) 398-1800,Rick Dowler,-,N/A,,,,,,,,,,,,,,,,,,
CONNERS MR CARPET WAREHOUSE,,COLLEGE PLACE,WA,"http://www.connersmrcarpet.com,",(509) 522-0176,Fred Conner,-,N/A,,,,,,,,,,,,,,,,,,
DONS MOBILE CARPET INC,,CASPER,WY,"http://donsmobilecarpet.com/,",(307) 265-8444,David Chadderdon,david.chadderdon@donsmobilecarpet.com,donsmobilecarpet@hotmail.com,,,,,,,,,,,,,,,,,,
SABLOTNY PAINT & FLOOR,,JACKSONVILLE,IL,"http://www.sablotnyfloors.com/,",(217) 245-1571,Harry Sablotny,hbsablot@netzero.net,N/A,,,,,,,,,,,,,,,,,,
HYDERS CARPET,,FORT WALTON BEACH,FL,"http://www.hyderscarpets.com/,",(850) 863-1398,Murrell L Hyder,-,N/A,,,,,,,,,,,,,,,,,,
WINDOW ACCENTS FLOORING,,HILLSBOROUGH,NJ,"http://windowaccentsandflooring.com/,",(908) 281-1802,Paul Silva & Paul Veronsky,pveronsky@windowaccentsandflooring.com; psilva@windowaccentsandflooring.com,pveronsky@windowaccentsandflooring.com,,,,,,,,,,,,,,,,,,
MALMQUIST HOME FURNISHINGS,,RED WING,MN,"http://malmquistflooring.com,",(651) 388-5728,Dave Buysse,-,malmquisthomefurnishings@hotmail.com,,,,,,,,,,,,,,,,,,
"RUSSELL FURNITURE CO., INC",,STAUNTON,IL,"http://www.russellfurnitureco.com/,",(618) 635-5200,Dan Russell,dan.russell@russellfurnitureco.com,N/A,,,,,,,,,,,,,,,,,,
THIEMANS CARPET CO,,WENTZVILLE,MO,"http://thiemanscarpet.com,",(636) 327-8813,Tony Thiemans,-,1thieman@charter.net,,,,,,,,,,,,,,,,,,
CARPET DESIGNS INC,,JACKSON,MS,"http://www.carpetdesignsms.com/,",(601) 922-6200,MD  Whitfield,admin@carpetdesignsms.com,N/A,,,,,,,,,,,,,,,,,,
THE CARPET MARKET,,BELOIT,WI,"http://www.carpetmarket.net/ -,",(608) 362-2077,Jay Toubl,-,sales@carpetmarket.net,,,,,,,,,,,,,,,,,,
"ROLLINSON'S HOME CENTER, INC.",,SALEM,IL,"http://www.rollinsonshomecenter.com,",(618) 548-3181,Ross C Rollinson,,contact@rollinsonshomecenter.com,,,,,,,,,,,,,,,,,,
CUSTOM FLOORS AND INTERIORS,,NEW BERN,NC,"http://customfloorsandinteriors.flooringplus.com/bsfg.nsf/about/customfloorsandinteriors,",(252) 672-0500,Charlie Everington,-,custom_floors@yahoo.com,,,,,,,,,,,,,,,,,,
"CARPET SUPER MART INC,CABINET CONCEPTS & INTERIORS",4114 SPRING GARDEN STREET,GREENSBORO,NC,"www.carpetsupermart.com,www.carpetsupermart.com,",(336) 292-0724,Arthur Jordan,clarkjordan@hotmail.com,info@carpetsupermart.com,,,,,,,,,,,,,,,,,,
MOSIER FURNITURE & APPL,,WEST UNION,OH,"http://www.mosierwestunionfurnitureandappliance.com/index.html,",(937) 544-2711,Gary Mc Clellan,-,mos@bright.net,,,,,,,,,,,,,,,,,,
K R J INC,,HIGHLAND SPRINGS,VA,"http://www.jimjeterscarpet.com/,",(804) 328-2277,Kimberly Mitchell Jeter,-,N/A,,,,,,,,,,,,,,,,,,
"PILOT FLOORCOVERING, INC.",,WINSTON SALEM,NC,"http://pilotfloorcov.brandsource.biz/,",(336) 785-1066,Jerry Millsaps,jmillsaps@pilotfloorcovering.com,jmillsaps@pilotfloorcovering.com,,,,,,,,,,,,,,,,,,
J T E FLOORCOVERING INC,,INDEPENDENCE,OR,"http://jtefloors.com/,",(503) 838-2826,Ken Taylor,ken@jtefloors.com,jtefloors@hotmail.com,,,,,,,,,,,,,,,,,,
SIMPSON COMPANY THE,,JEFFERSONVILLE,IN,"http://www.thesimpsonco.net/index.htm,",(812) 283-5336,John Simpson,-,N/A,,,,,,,,,,,,,,,,,,
"DIXIE UPHOLESTRY, INC.-D/B/A-",,COLUMBIA,SC,"http://www.dixieuph.com/,",(803) 798-6999,Morris Taylor,-,N/A,,,,,,,,,,,,,,,,,,
EXPRESS BUILDING SUPPLY INC,,MOSES LAKE,WA,"http://www.truevalue.com/,",(509) 765-3456,Richard R Penhallurick,-,N/A,,,,,,,,,,,,,,,,,,
MESQUITE TILE & FLOORING,,MESQUITE,NV,"http://www.mesquitetile.com/,",(702) 346-7225,Kevin Parrish,kevin@mesquitetile.com,kevin@mesquitetile.com,,,,,,,,,,,,,,,,,,
FACTORY CARPET OUTLET,,MILL HALL,PA,"http://www.factorycarpetoutlet.net/,",(570) 893-1495,"James Cardinal",4jimcardinal@comcast.net,n/a,,,,,,,,,,,,,,,,,,
SMITTY'S CPT CONNECTION INC,,STEUBENVILLE,OH,"http://www.smittysfloors.com/,",(740) 283-3199,Mike Smith,smittyfloors@juno.com,smittysfloors@hotmail.com,,,,,,,,,,,,,,,,,,
S C I FLOOR COVERING INC,,SOUTHFIELD,MI,"http://www.scifloorcovering.com/,",(248) 359-3500,James Robinson,jrobinson@sciflooring.com,info@sciflooring.com,,,,,,,,,,,,,,,,,,
MARSH'S CARPET,,SACRAMENTO,CA,"www.marshscarpet.com/,",(916) 366-9387,Jeff Marsh,jeffmarsh@marshscarpet.com,N/A,,,,,,,,,,,,,,,,,,
DIAMOND PAINT CO.,,DES PLAINES,IL,"www.diamondpainthomecenter.com,",(847) 824-8084,John Kouvelis,Diamondpaint@msn.com,N/A,,,,,,,,,,,,,,,,,,
D D BARNES LLC,,AIKEN,SC,"www.barnesandnoble.com,",(803) 643-3643,Dallas Barnes,-,douge0885@mindspring.com,,,,,,,,,,,,,,,,,,
ARTISONS FLOOR FASHIONS,,EDMONTON,CN,"http://www.artisonsfloorfashions.com/en/index.php,",(780) 413-4847,Michael Ekert,-,artisons@aol.com,,,,,,,,,,,,,,,,,,
FRIENDS FLOOR COVERING INC,,WARMINSTER,PA,"http://www.friendsfloorcovering.com/,",(215) 444-0424,Hamid Shaat,friendsfloorcovering@verizon.net,n/a,,,,,,,,,,,,,,,,,,
CHATHAM RUG CO INC,,CHICAGO,IL,"http://www.chathamrug.com/,",(773) 238-0200,James Katzmann,-,info@chathamrug.com,,,,,,,,,,,,,,,,,,
MCFARLAND BIZZ INC,,MC FARLAND,WI,"http://www.bisbeesmcfarland.com/,",(608) 838-3000,David Schluter,david@bisbeesmcfarland.com,Lisa@bisbeesmcfarland.com,,,,,,,,,,,,,,,,,,
DOBSONS CARPET SERVICE,,SHAMOKIN,PA,"http://www.dobsonscarpet.com/,",(570) 648-0731,Albert Dobson,albert@dobsonscarpet.com,contactus@dobsonscarpet.com,,,,,,,,,,,,,,,,,,
BLANCHARD CARPET & TILE CENTER,,BLANCHARD,OK,"http://www.blanchardcarpet.com,",(405) 485-9600,Farris Dennis,4057609600@txt.att.net,bctcok@pldi.net,,,,,,,,,,,,,,,,,,
BUDGET CARPET DESIGN L L C,,DEARBORN,MI,"businessfinder.mlive.com/.../Budget-Carpet-Design-Flooring-Center-...,",(313) 581-6800,Sam Zorkot,,N/A,,,,,,,,,,,,,,,,,,
ALL FLORIDA CARPET INC,,MIAMI,FL,"http://www.allfloridacarpet.com/,",(305) 592-4396,Jeanette Padreda,allfloridacarpet@gmail.com,N/A,,,,,,,,,,,,,,,,,,
VILLA CARPETS INC,,WARREN,MI,"http://www.villacarpet.com,",(586) 573-0050,Dan Colo,villa.carpets@att.net,villa.carpets@att.net,,,,,,,,,,,,,,,,,,
FLOORS & MORE INC,,PRIEST RIVER,ID,"http://www.flooringandmoreinc.com/,",(208) 448-1914,Kevin Johnson,,smolski@flooringandmoreinc.com,,,,,,,,,,,,,,,,,,
S & C FLOORING,,CEDAR CITY,UT,"www.carpetsonthe.net/,",(435) 867-1777,Steve Johnson,c.jemison@hotmail.co.uk,N/A,,,,,,,,,,,,,,,,,,
WALTERS AMERICAN CARPETS,,MANITOWISH WATERS,WI,"www.manitowishwaters.org,",(715) 543-2770,Ronald E Walters,,funinfo@manitowishwaters.org,,,,,,,,,,,,,,,,,,
R & J CARPET CONNECTION,,WHITEHALL,PA,"http://randj.flooringplus.com/,",(610) 264-0556,James Greene,jgreene@rjcarpet.com,jgreene@rjcarpet.com,,,,,,,,,,,,,,,,,,
C JS FLOORING INC,,BLUFFTON,IN,"http://www.cjsflooring.com/,",(260) 824-5440,Todd & Michelle Gerber,,cjsflooring@adamswells.com,,,,,,,,,,,,,,,,,,
RALPHS FLOORS,,LYNDEN,WA,"http://www.ralphsfloors.com/,",(360) 354-4804,Blaine Kooy,bakooy@yahoo.com,customerservice@ralphsfloors.com,,,,,,,,,,,,,,,,,,
SHAG-RUG-LA INC,,SOUTH JORDAN,UT,"www.bbb.org/.../carpet...rug.../shag-rug-la-in-south-jordan-ut-10061,",(801) 969-6226,Debbie Ryan,debbie@shagrugla.com,debbie@shagrugla.com,,,,,,,,,,,,,,,,,,
TRI COUNTY FURNITURE & CARPET,,COVINGTON,VA,"http://www.broyhillfurniture.com/,",(540) 962-5137,Wesley Walker,tcfurn1987@aol.com,contact@broyhillfurniture.com,,,,,,,,,,,,,,,,,,
CARPET WORLD OF COLO SPRINGS,,COLORADO SPRINGS,CO,"http://www.carpet-world.net/,",(719) 531-0402,Donna Hurd,carpetworld79@yahoo.com,jubilee4machere@yahoo.com,,,,,,,,,,,,,,,,,,
DELLA FLOORS,,FLOWER MOUND,TX,"http://www.dellafloors.com/,",(972) 874-9000,Mehrad Mosley,,N/A,,,,,,,,,,,,,,,,,,
DEMOTTTE CARPET INC,,DEMOTTE,IN,"http://www.demottecarpet.com/,",(219) 987-4941,"Jay Stowers, Anthony Elizondo & Dennis Ramsey",jstowers@demottecarpet.com; dramsey@demottecarpet.com; aelizondo@demottecarpet.com,jstowers@demottecarpet.com; aelizondo@demottecarpet.com,,,,,,,,,,,,,,,,,,
A & M CARPET INC,,OLATHE,KS,"http://www.amcarpetinc.com/,",(913) 780-0797,Dave Motley,amcarpet@sbcglobal.net,N/A,,,,,,,,,,,,,,,,,,
PIPESTONE INTERIORS,,PIPESTONE,MN,"http://www.pipestonestar.com/,",(507) 825-4277,Tom Abrahamson,,N/A,,,,,,,,,,,,,,,,,,
LOEPP FURNITURE,,GRAND COULEE,WA,"http://loepp.info/,",(509) 633-0430,Kevin Portch,KEVIN@LOEPP.COM,KEVIN@LOEPP.COM,,,,,,,,,,,,,,,,,,
"F C & P FLOORING,JUST CARPETS",,EAST BRUNSWICK,NJ,"http://justcarpetsnj.com/visitus.html,http://www.justcarpetsnj.com/,",(732) 905-2002,Frank Di Figlia,,justcarpets@optonline.net,,,,,,,,,,,,,,,,,,
HOUSE OF CARPET,,FORT WALTON BEACH,FL,"http://www.houseofcarpets.biz,",(850) 243-6832,Tammy Duttweiler,tduttweiler@houseofcarpets.biz,tduttweiler@houseofcarpets.biz,,,,,,,,,,,,,,,,,,
"EMPIRE CARPET & BLIND INC.,BROADWAY CARPETS INC",930 N. BROADWAY,KNOXVILLE,TN,"www.broadwaycarpets.com,http://www.broadwaycarpets.com/,",(865) 525-5511,John Maclellan,johnmac@broadwaycarpets.com,tblack@broadwaycarpets.com,,,,,,,,,,,,,,,,,,
ILLINOIS CARPET,,DES PLAINES,IL,"http://www.illinoiscarpetanddrapery.com/index.htm,",(847) 297-7555,Kyuwon Lee,,illinoiscd@gmail.com,,,,,,,,,,,,,,,,,,
"CORNERSTONE INTERIORS, INC",,SANTA CLARITA,CA,"http://www.carpetclearancecustomflooringcenter.com/,",(661) 259-8635,Ed Cox,,N/A,,,,,,,,,,,,,,,,,,
TRUDEL FLOORING INC,,WARREN,MI,"http://www.trudelflooring.biz/,",(586) 774-7590,Bernard Adamski,trudelfloors@yahoo.com,trudelfloors@yahoo.com,,,,,,,,,,,,,,,,,,
LOUS FLOOR COVERING,,SAN PEDRO,CA,"http://www.lousfloor.com/,",(310) 548-5557,Lou Roupoli,Lou@lousfloor.com,info@lousfloor.com,,,,,,,,,,,,,,,,,,
"GRAND DESIGN, INC.",,JACKSON,WY,"www.grandbydesign.com/,",(307) 733-4510,Lou Benkovich,grandesigninc@comcast.net,grandesigninc.@comcast.net,,,,,,,,,,,,,,,,,,
PARDUE & QUARLES,,JONESBORO,LA,"http://www.benjaminmoore.com/,",(318) 259-2529,Larry Pardue,,info@benjaminmoore.com,,,,,,,,,,,,,,,,,,
CAROLINA FLOORING & INTERIORS,,GRANDY,NC,"http://www.carolinainteriors.biz/,",(252) 453-8526,Arthur Tipton,,N/A,,,,,,,,,,,,,,,,,,
ALL SURFACE FLOORING LLC,,BALLWIN,MO,"http://www.allsurfacesllc.com/,",(636) 230-6900,Roy Fields,,N/A,,,,,,,,,,,,,,,,,,
"JIM OWENS CARPET CORP,JIM OWENS CARPET CORP",,METAIRIE,LA,"0,http://www.jimowensflooring.com/,",(504) 835-6969,Jim Owens,jnac@jimowensflooring.com,N/A,,,,,,,,,,,,,,,,,,
GGC WHOLESALE FLOORING,,COLUMBUS,OH,"http://www.ggcflooring.com/,",(614) 253-9300,Jeff  Galbreath,ggcflooring1962@yahoo.com,N/A,,,,,,,,,,,,,,,,,,
CARPET WHOLESALE OUTLET,,BLUEFIELD,WV,"http://www.carpetwholesaleoutlet.com/,",(304) 327-8020,Frank Mamone,,info@carpetwholesaleoutlet.com,,,,,,,,,,,,,,,,,,
EVANS PAUL CARPETS INC,,ODESSA,TX,"http://www.goseepaul.com,",(432) 334-0418,Paul Evans,flooring@goseepaul.com,flooring@goseepaul.com,,,,,,,,,,,,,,,,,,
NASIM INC,,TUCSON,AZ,"http://www.hansenwholesale.com/?AID=10813796&PID=4181854&source=CJ&af=4181854,",(520) 318-0009,David Areb,,N/A,,,,,,,,,,,,,,,,,,
US SEWING CENTER,,SANTA MARIA,CA,"http://www.santamariasewing.com/,",(805) 922-5738,Morris Shulman,,info@santamariasewing.com,,,,,,,,,,,,,,,,,,
AL & BOBS INC,,GRANADA HILLS,CA,"http://www.kudzu.com/m/Al-Bob's-Carpets-7226293,",(818) 363-4030,Bob Heyd,albobscarpets@verizon.net,N/A,,,,,,,,,,,,,,,,,,
GERAMI'S FLOORS,,LAFAYETTE,LA,"http://www.geramis.com,",(337) 232-6202,Gerald Geramis,geramisf@eatel.net,N/A,,,,,,,,,,,,,,,,,,
DELANOS CARPET & FURNITURE,,TERRA ALTA,WV,"http://www.delanos.com/flooring.html,",(304) 789-6966,Delano Fultz,delano.fultz@delanos.com,N/A,,,,,,,,,,,,,,,,,,
FREEPORT RUG & LINOLEUM,,FREEPORT,IL,"http://www.freeportrug.com,",(815) 235-7232,Nancy & Stanley Seiner,,N/A,,,,,,,,,,,,,,,,,,
MARTINS FLOOR COVERING,,WESTFIELD,MA,"http://www.martinsfloorcovering.com/,",(413) 568-9474,Martin Malinowski,Marflo501@comcast.net,N/A,,,,,,,,,,,,,,,,,,
BLUE SPRINGS CARPET & TILE LLC,,BLUE SPRINGS,MO,"www.bluespringscarpet.com,",(816) 228-2011,Grace Thorpe,grace@americleanway.com,N/A,,,,,,,,,,,,,,,,,,
ARMSTRONG FLOOR & WALL,,SILVER CITY,NM,"www.armstrong.com,",(575) 388-3149,Duane Rigg,,webmaster@armstrong.com,,,,,,,,,,,,,,,,,,
CLASSIC CARPETS,,FAIRFIELD,OH,"http://classiccarpets.flooringplus.com/,",(513) 829-6087,Lonnie Gene Campbell,,classiccarpets@fuse.net,,,,,,,,,,,,,,,,,,
GREEN FRONT FURNITURE INC,,FARMVILLE,VA,"http://greenfront.com/,",(434) 392-5943,Richard Cralle Jr,,greenfront@greenfront.com,,,,,,,,,,,,,,,,,,
CARPET SALVAGE II,,MACON,GA,"http://www.carpetsalvageii.com,",(478) 745-4435,John Durbin,durbincs2@aol.com,durbincs2@aol.com,,,,,,,,,,,,,,,,,,
TRI COUNTY CARPETS,,LIVERPOOL,NY,"http://tricountycarpets.com/,",(315) 457-3015,Dominick Fabrizio,Dominick@tricountycarpets.com,Dominick@tricountycarpets.com,,,,,,,,,,,,,,,,,,
INGELS CARPET STORE,,MIDDLEPORT,OH,"inglescarpetinc.com/,",(740) 992-7028,York Ingels,,donlondon@windstream.net,,,,,,,,,,,,,,,,,,
EATON FLOOR & WALL INC   TF,,EATON,OH,"http://eatonfloor.interx2.net/,",(937) 456-5635,David Turner,turnerdave74@yahoo.com,turnerdave74@yahoo.com,,,,,,,,,,,,,,,,,,
YOUR FLOOR & DECOR,,MESA,AZ,"http://www.yourfloordecor.com/,",(480) 755-9538,David Turner,yourfloordecor@qwestoffice.net,info@yourfloordecor.com,,,,,,,,,,,,,,,,,,
ATKINS CUSTOM FLOORS INC,,DU QUOIN,IL,"http://www.adkinscustomflooring.com/,",(618) 542-4821,William Atkins,,whatyouwalkon@aol.com,,,,,,,,,,,,,,,,,,
HACKNEY CARPETS,,MARIETTA,GA,"http://hackneycarpet.com,",(770) 429-9149,Jeff & Brenda Hackney,hackney_carpet@bellsouth.net,hackney_carpet@bellsouth.net,,,,,,,,,,,,,,,,,,
"PORTLAND CARPET CENTER,PORTLAND CARPET CENTRE",6655 SW MACADAM AVE,PORTLAND,OR,"www.crowncarpets.com/,http://macadamflooranddesign.com/,",(503) 246-9800,Timothy Aldinger,,N/A,,,,,,,,,,,,,,,,,,
BREWERS FLOORING & SALES INC,,VALLEY PARK,MO,"http://www.brewersflooring.com,",(636) 225-8350,Kristen Brewer,kristen@brewersflooring.com,kristen@brewersflooring.com,,,,,,,,,,,,,,,,,,
FLEENER'S INC.,,GREENSBURG,KS,"http://www.fleenerfuneralhome.com/,",(620) 723-2741,Wylan Fleener,,fleeners@sbcglobal.net,,,,,,,,,,,,,,,,,,
CALDER GROUP LTD,,ROCHESTER,NY,"http://www.billscarpetcenter.com/,",(585) 292-5330,William Calder,,billmac745@aol.com,,,,,,,,,,,,,,,,,,
RITCHIES CARPET WAREHOUSE,,MONCTON,CN,"www.ritchiesflooring.com,",(506) 857-0400,Trevor Ritchie,trevor@ritchiesflooring.com,tracey@ritchiesflooring.com,,,,,,,,,,,,,,,,,,
DARY CARPETS & FLOORS INC,,STREAMWOOD,IL,"http://www.darycarpet.com/,",(630) 289-5000,Mike Dary,MDARY@sbcglobal.net,MDARY@sbcglobal.net,,,,,,,,,,,,,,,,,,
CORY MAUPIN SALES INC,,DENVER,CO,"http://www.corymaupinsales.com/,",(303) 295-2258,Marcia Smith,marcia.white@corymaupinsales.com,N/A,,,,,,,,,,,,,,,,,,
"PAYLESS CARPET & FLOORING, INC",,ANAHEIM,CA,"http://www.servicemagic.com/rated.PaylessCarpet.11497224.html,",(714) 635-6677,Nader Zarrabi,,N/A,,,,,,,,,,,,,,,,,,
"SHRAWDER RESTORATIONS, INC.,CARPET CONTRACTORS INC",3210 GARY BLVD,SAN FRANCISCO,CA,"Not found,http://carpetcontractors.net/,",(415) 933-9999,Nicholas Botaitis,,carpetcontractors@sbcglobal.net,,,,,,,,,,,,,,,,,,
COBB'S CARPET CENTER,,LAWTON,OK,"http://www.cobbscarpetcenter.com/,",(580) 353-6839,Jesse Cobb,www.cobbcarpet@sbcglobal.net,N/A,,,,,,,,,,,,,,,,,,
LEFEBVRE CARPET,,SAINT MICHAEL,MN,"http://www.lefebvrescarpet.com/,",(763) 441-4181,Dave Lefebvre,,N/A,,,,,,,,,,,,,,,,,,
INTERIORS BY MODERN DESIGN,,YAKIMA,WA,"http://interiorsbymoderndesign.com/,",(509) 457-8883,Robert Eberle,,tanya@interiorsbymoderndesign.com,,,,,,,,,,,,,,,,,,
BALLWEG HOME DECORATING CENTER,,COLUMBUS,WI,"www.globalspec.com,",(920) 623-4480,Lydia Ballweg,,tcarroll@globalspec.com,,,,,,,,,,,,,,,,,,
BRUMMELS SALES CENTER INC,,WYOMING,MI,"www.brummelmadsen.com,",(616) 534-4958,Daniel Brummel,,N/A,,,,,,,,,,,,,,,,,,
ARTISTIC CARPET WAREHOUSE INC,,PARMA,OH,"http://www.carpetwarehousecleveland.com/index.htm,",(216) 661-6969,Mark Mitchell,,N/A,,,,,,,,,,,,,,,,,,
FANCY FLOORS COLOR CENTER,,SANTA BARBARA,CA,"http://www.fancyfloorssb.com,",(805) 962-0787,Tim Marquez,,n/a,,,,,,,,,,,,,,,,,,
ECONOMY CARPETS INC,,MUSCLE SHOALS,AL,"http://www.economycarpets.com,",(256) 383-6821,Lewis Patterson,lewispatterson@bellsouth.net,ecebay@bellsouth.net,,,,,,,,,,,,,,,,,,
DESIGNER CARPETS & INTS INC,,DULUTH,GA,"http://designercarpetint.com/,",(770) 476-0144,James Barnett,,designercarpetin@bellsouth.net,,,,,,,,,,,,,,,,,,
ASHLAND GROUP LLC,,BATAVIA,IL,"http://www.ashlandgroup.com/,",(630) 761-9999,Vito Brandonisio Jr. ,,N/A,,,,,,,,,,,,,,,,,,
NEEDHAM HOME CENTER,,SAINT LOUIS,MI,"http://www.needhamshomecenter.com/,",(989) 681-5393,Jeff Needham,jeffneedham@frontier.com,jeffneedham@frontier.com,,,,,,,,,,,,,,,,,,
RUG MART INC,,OSPREY,FL,"http://www.rugmartfl.com/,",(941) 966-3681,Andrew Mauck,andrewmauck_rugmart@yahoo.com,N/A,,,,,,,,,,,,,,,,,,
SUPERIOR CRAFTERS LLC,,CARMEL,IN,"http://www.floorcraftersindy.com/,",(317) 843-2272,Aaron Wilson,,N/A,,,,,,,,,,,,,,,,,,
SAV-ON FLOORING INC,,ANCHORAGE,AK,"http://www.savonak.com/,",(907) 561-5900,Matthew G Hickey,,N/A,,,,,,,,,,,,,,,,,,
NELSEN FURNITURE INC,,VALENTINE,NE,"http://www.nelsenfurniture.com,",(402) 376-1360,David Nelsen,dnelsen@inetnebr.com,N/A,,,,,,,,,,,,,,,,,,
"TREND TILE INC,TREND CARPETS, INC.",,GLENDALE HEIGHTS,IL,"http://www.trendcarpettile.com/,http://www.trendcarpettile.com/,",(630) 893-4470,Paul Guski,Trendcarpet@sbcglobal.net,info@TrendCarpetTile.com,,,,,,,,,,,,,,,,,,
"WESTCHESTER CARPETS, INC.,WESTCHESTER CARPETS,MACCO'S FLOOR COVERING CENTER",22133 S VERMONT AVENUE,TORRANCE,CA,"westchestercarpetcompany.com,N/A,NOT FOUND,",(310) 787-0704,William Katz,,barry@westchestercarpetny.com,,,,,,,,,,,,,,,,,,
STEVENS CARPET INC,,WATONGA,OK,"http://www.stevenscarpetinc.com,",(580) 623-7757,Charles & Jacquita Stevens,,stevens@watonga.net,,,,,,,,,,,,,,,,,,
STERLING HEATH,,CANTON,SD,"www.wikitree.com,",(605) 764-6131,Sterling Heath,,N/A,,,,,,,,,,,,,,,,,,
CARPET & FLOORING GALLERIA,,THOUSAND OAKS,CA,"http://www.flooringbycarpetgalleria.com/,",(805) 381-4959,Albert Mirzaian,,N/A,,,,,,,,,,,,,,,,,,
KELLER FAMILY ENTERPRISES INC,,PORT RICHEY,FL,"http://www.kellerent.com/,",(727) 868-4821,Edward Keller,,kellerent@rcn.com,,,,,,,,,,,,,,,,,,
CARPET GALLERIA VENTURA,,VENTURA,CA,"http://www.flooringamerica.com/,",(805) 667-6668,Roger Samid,,n/a,,,,,,,,,,,,,,,,,,
"CARPET CITY EXPRESS, INC.",,COON RAPIDS,MN,"http://www.carpetcitymn.com,",(763) 421-8660,Duane Spike,Duane.spike@carpetcitymn.com,admin@carpetcitymn.com,,,,,,,,,,,,,,,,,,
THE CARPET GALLERIA/SAMPLES,,SIMI VALLEY,CA,"http://www.carpetgalleria.com.au/our-services/,",(805) 520-2030,Bahman Foroohar,,N/A,,,,,,,,,,,,,,,,,,
PRECISION DECORATING CTR INC,,WINSTON SALEM,NC,"http://www.precisiondecorating.com,",(336) 785-3625,Jim Strader,predecor@aol.com,info@precisiondecorating.com,,,,,,,,,,,,,,,,,,
CARPET CLUB,,VICTORVILLE,CA,"http://www.carpetclubinc.com/,",(760) 241-0141,Pat Gorman,carpetclub@aol.com,carpetclub@aol.com,,,,,,,,,,,,,,,,,,
KANSAS CARPET & TILE INC,,WICHITA,KS,"http://www.kansascarpetandtile.com,",(316) 942-2111,Karl Schrader,,N/A,,,,,,,,,,,,,,,,,,
OGDENS CARPET OUTLET,,DRAPER,UT,"http://ogdensflooring.com/draper.html,",(801) 557-7361,-,-,N/A,,,,,,,,,,,,,,,,,,
SETHS GALLERY OF FLRS INC,,WINSTON SALEM,NC,"http://sethsgalleryoffloors.interx2.net/,",(336) 774-0506,Keith Freitag,,N/A,,,,,,,,,,,,,,,,,,
MERSCHMAN CARPET CENTER,,SAINT PAUL,IA,"http://merschmancarpet.com/,",(319) 469-2931,Sonya Calile,,merschmancarpet@iowatelecom.net,,,,,,,,,,,,,,,,,,
BOW FAMILY FURNITURE,,BROKEN BOW,NE,"http://www.familyfurnitureandflooring.com/,",(308) 872-6461,Ron and Cheri Chytka,,info@familyfurnitureandflooring.com,,,,,,,,,,,,,,,,,,
HAUS OF FLOOR DECOR,,BIG BEAR LAKE,CA,"http://www.hausoffloordecor.com/,",(909) 866-8803,Terry Payton,,N/A,,,,,,,,,,,,,,,,,,
DOMINION FLOOR COVERING INC,,YORKTOWN,VA,"http://domfloors.com,",(757) 595-5777,Dominic Velardi,"admin@domfloors.com",dominionfloors@dfc.hrcoxmail.com,,,,,,,,,,,,,,,,,,
CBD ANN ARBOR INC,,ANN ARBOR,MI,"http://www.builderscarpet.com/,",(734) 973-8466,"Robert Bob Miller",lori@builderscarpet.com,N/A,,,,,,,,,,,,,,,,,,
ULTIMATE FLOORING INC,,SIKESTON,MO,"http://www.ultimateflooringinc.com,",(573) 471-7660,Darrin Johnson,Darrin@ultimateflooringinc.com,info@ultimateflooringinc.com,,,,,,,,,,,,,,,,,,
KELLY'S CARPETS,,COUNCIL BLUFFS,IA,"http://www.kellyscarpet.com/,",(712) 328-2424,Jan Hughes,kelly@kellyscarpet.com,NA,,,,,,,,,,,,,,,,,,
PYNE FLOOR COVERINGS,,PLEASANT GROVE,UT,"http://www.pynefloors.com,",(801) 785-3718,Jeff Pyne,jeff@pynefloors.com,floors@pynefloors.com,,,,,,,,,,,,,,,,,,
SMITH FAMILY CARPET,,PENSACOLA,FL,"http://www.smithfamilycarpets.com/,",(850) 944-5888,Baron & Kathy Smith,,N/A,,,,,,,,,,,,,,,,,,
HILLTOP CARPET,,BARBOURSVILLE,WV,"www.hilltopcarpetcleaning.com/,",(304) 736-3946,Roger Wagner,Ron@hilltopcarpetcleaning.com,Ron@hilltopcarpetcleaning.com,,,,,,,,,,,,,,,,,,
CREATIVE CARPET BY HEFFRON INC,,FRAMINGHAM,MA,"http://www.creativecpt.com/index.htm,",(508) 626-9353,Andy Juliani,Crptbug@aol.com,Crptbug@aol.com,,,,,,,,,,,,,,,,,,
RICH'S KARPET KORNER INC,,PITTSFIELD,IL,"www.karpetkornerinc.com,",(217) 285-2511,Richard Decker,,stuartsoffice@gmail.com,,,,,,,,,,,,,,,,,,
HILLS CARPET SERVICE INC,,BESSEMER,AL,"http://www.hillscarpetstore.com/,",(205) 491-3691,Scott Suell,scott@hillscarpetstore.co,Wendy@HillsCarpetStore.com,,,,,,,,,,,,,,,,,,
INTERIORS NORTHWEST-PUYALLUP,,PUYALLUP,WA,"http://www.designbiz.com/Biz/bizProfile.asp?CompanyID=94718,",(253) 845-9353,Barb Tipton,barb@interiorsnorthwest.com,office@interiorsnorthwest.com,,,,,,,,,,,,,,,,,,
TOWNES & WEAR INC,,PARIS,TX,"http://smithcarpetsparis.com/,",(903) 785-6491,Robert Wear,,smithcarpets@yahoo.com,,,,,,,,,,,,,,,,,,
