name,owners,address,city,state,postal,phone,websites,,
SANDPOINT FURNITURE CARPET ONE,John Darling,"401 BONNER MALL WAY, STE B",PONDERAY,Idaho,83852,(208) 263-5138,http://www.ponderaydesigncenter.com,,
SHEA DESIGN STUDIO,Melanie Hannigan,2580 SHEA CENTER DR,LIVERMORE,California,94551,(925) 245-3770,http://www.sheahomes.com,,
SIGNATURE INTERIORS & DESIGN LLC,Kelli O'Day,6404 S 209TH ST,KENT,Washington,98032,(425) 251-0241,http://www.signatureinteriorsdesign.com,,
ST. JEAN FLOORING SERVICES LTD,Michael St. Jean,179 AGNES ST,PEMBROKE,Ontario,K8A 5M8,(613) 735-8190,http://www.stjeanflooring.ca,,
STANGE'S OF WAUPACA,Mark Stange,110 W UNION ST,WAUPACA,Wisconsin,54981,(715) 258-8113,http://www.stanges.com,,
STAR FLOORING & DECORATING,Jacque Jolly,325 S WEST ST,WICHITA,Kansas,67213,(316) 946-1630,http://www.starlumber.com/flooring.html,,
T S CARPET & DESIGN CENTER,Tom Solomonson,"320 E ORANGETHORPE AVE, STE A/B",PLACENTIA,California,92870,(714) 572-7333,http://www.tscarpet.com,,
"TILE MARKET OF DELAWARE, INC",John Watson,405 EAST MARSH LANE,WILIMINGTON,Delaware,19804,(302) 777-4663,http://www.tilemarketofde.com,,
TOUCH OF COLOR DESIGN GROUP,Scott Appel,PO BOX 4845,HARRISBURG,Pennsylvania,17111,(717) 939-4390,http://www.floorpro.biz,,
"VALLEY FLOORS, INC",Dean Chase,PO BOX 364,BRADFORD,Vermont,5033,(802) 222-9611,http://www.valleyfloorsinc.com,,
"VILLAGE FLOOR & WALL, INC",Brent Pobuda,2221 108TH LANE NE,BLAINE,Minnesota,55449,(763) 210-3000,http://www.villagefloor.com,,
WESTCHESTER HOUSE AND HOME,Kathleen Shahin,65 S MOGER AVE,MOUNT KISCO,New York,10549,(914) 864-2865,http://www.westchesterhouseandhome.com,,
WESTLAND CARPET ONE FLOOR & HOME,Steve Najarro,116 E SHOPPERS LN,COVINA,California,91723,(626) 967-1432,,,
YATES FLOORING CENTER,Bobby Yates,1901 W LOOP 289 SUITE 11,LUBBOCK,Texas,79407,(806) 795-0070,http://www.yatesflooring.com,,
"DEATON'S CARPET ONE, INC",Gary Deaton,1000 HWY 45 BYPASS,JACKSON,Tennessee,38301,(731) 664-5200,http://www.carpetone.com,,
ABRAHAM LINC,Darren Abraham,519 W MAIN ST,BRIDGEPORT,West Virginia,26330,(304) 842-6474,http://www.abrahamlinc.com,,
"ALL AMERICAN HARDWOOD, INC",Angela Ma,1735 E GREVILLEA CT,ONTARIO,California,91761,(909) 947-5157,,,
ALL TILE INC,Bob Weiss,1201 CHASE AVE,ELK GROVE VILLAGE,Illinois,60007,(847) 979-2500,http://www.alltile.com,,
ALLWOOD IMPORTS,Hung Chen,PO BOX 20308,PORTLAND,Oregon,97294,(503) 255-7976,http://allwoodimport.com,,
AMAZON WOOD FLOORS,Edgar Takvoryan,8828 LANKERSHIM BLVD,SUN VALLEY,California,91352,(818) 394-9701,http://www.amazonwoodfloors.com,,
B & M NOBLE/DuCHATEAU,Scott Petersen,1501 FRONT ST #115,SAN DIEGO,California,92101,(619) 793-5899,http://www.duchateaufloors.com,,
B P I,John Anderson,3263 SHARPE AVE,MEMPHIS,Tennessee,38111,(901) 744-6202,http://www.bpidecosurf.com,,
"BASE KING, LLC",Dennis Schlisner,137 LOWER DUG GAP RD SW,DALTON,Georgia,9272,(800) 586-3236,http://www.bindnstix.com,,
BECKLERS CARPET OUTLET,Randy Beckler,PO BOX 9,DALTON,Georgia,30722,(706) 277-1151,http://www.becklerscarpet.com,,
BEST BUY FLOORING SOURCE,Larry Heckman,PO BOX 1308,CHATSWORTH,Georgia,6372,(800) 245-0652,,,
BROTHERS BUILDING MATERIALS INC,Carson Xu,900 E VERMONT AVE,ANAHEIM,California,92805,(626) 551-1568,http://www.brothersmosaic.com,,
"C G PLANCHER, INC",Carole DesJardins,336 CHEMIN INDUSTRIEL,GATINEAU,Quebec,J8R 3N9,(819) 643-2220,http://www.cgplancher.com,,
CAL-FLOR ACCESSORY SYSTEMS,Bruce Hall,1000 CAL OAK RD,OROVILLE,California,95965,(530) 534-1426,http://www.cal-flor.com,,
CENO GROUP,Robert Moffett,12221 CARLSBAD,HOUSTON,Texas,77085,(713) 551-8460,http://floorsanding.com,,
CFS CORPORATION,Bin Liu,3371 MARTIN FARM RD,SUWANEE,Georgia,30024,(770) 614-8009,http://www.cfscorporate.com,,
CHINAFLOORS LAMETT NORTH AMERICA INC,Perry Coker,4579 CABINWOOD TURN,DOUGLASVILLE,Georgia,30135,(770) 489-2419,http://www.chinafloors.com,,
COUNTRY WOOD FLOORING,Peter Feng,"17521 RAILROAD ST, UNIT G",CITY OF INDUSTRY,California,91748,(626) 820-8555,http://www.countrywoodfloor.net,,
DALTON CARPET MART,Cynthia Potts,2222 S HAMILTON EXT,DALTON,Georgia,30721,(706) 226-7404,http://www.daltoncarpetmart.com,,
"EASTOREAN FLOORING, INC  / A.J. TRADING",Jay Cho,"2F LIANTAI BLDG, NO 41 HULI RD",XIAMEN,FUJIAN,361006,(909) 869-0500,http://www.ajtrading1015.com,,
ECOFUSION FLOORING,Chanel Clifford,19224 E WALNUT DR N #5,CITY OF INDUSTRY,California,91748,(877) 215-6824,http://www.ecofusionflooring.com,,
"ELEGANZA TILES, INC",Mike Darmawan,3125 E CORONADO ST,ANAHEIM,California,92806,(714) 224-1700,http://www.eleganzatiles.com,,
ELEMENTS FLOORING,James Park,4461 S SANTA FE AVE,VERNON,California,90058,(323) 277-7930,http://www.elementsflooring.com,,
"EMILAMERICA, INC",David Lang,22701 DULLES SUMMIT CT,DULLES,Virginia,9575,(703) 751-3645,http://www.emilamerica.com,,
EMSER TILE & NATURAL STONE,Shannon Ghodsian,8431 SANTA MONICA BLVD,LOS ANGELES,California,4294,(323) 650-2000,http://www.emser.com,,
ENNOVAGE LLC,Mark Prince,"200 N BERRY ST, BLDG B",BREA,California,92821,(714) 256-4828,http://www.ennovage.com,,
FIBREWORKS CORP,Kim Lewis,2417 DATA DR,LOUISVILLE,Kentucky,40299,(502) 499-9944,http://www.fibreworks.com,,
GOTON TILES INC,Ken Li,1543 S STATE COLLEGE BLVD,ANAHEIM,California,92806,(714) 935-9986,http://www.gotontiles.com,,
HEREFORD IMPORTS,Christian Morwood,101 KALMUS DR,COSTA MESA,California,92626,(714) 434-8440,http://www.herefordimports.com,,
HIGUERA HARDWOODS,Joe Gallegos,PO BOX 2067,POULSBO,Washington,98370,(360) 779-6050,http://www.higuerahardwoods.com,,
"HOME LEGEND, LLC",Tiffany Davis,PO BOX 887,ADAIRSVILLE,Georgia,30103,(706) 383-5904,http://www.homelegend.com,,
"ICON STONE, INC",Mehmet Aktas,13000 FIRESTONE BLVD,SANTA FE SPRINGS,California,90670,(714) 635-5353,http://www.iconstoneinc.com,,
IMPERIAL WHOLESALE INC,Michael Imperial,9602 E APACHE TRAIL,MESA,Arizona,85207,(480) 986-6900,http://www.imperialwholesaleinc.com,,
INTERNATIONAL PRODUCT GROUP,W. Hoelker,PO BOX 1676,SUGAR LAND,Texas,77487,(800) 397-9799,,,
J. H. FREED & SONS,Chris Freed,7717 OSTROW ST,SAN DIEGO,California,92111,(858) 292-6901,http://www.freedomcarpets.com,,
L A HARDWOOD FLOORING INC,Eli Shuat,345 PARKSIDE DR,SAN FERNANDO,California,91340,(818) 361-0099,,,
"L.W. MOUNTAIN HARDWOOD FLOORS, INC",Ying Wang,"1615 DUNDEE AVE, UNIT C",ELGIN,Illinois,60120,(847) 888-9966,http://www.lwmountain.com,,
"LINCO ENTERPRISES, INC",Ben Lin,12033 JACK BENNY DRIVE #104,RANCHO CUCAMONGA,California,91739,(909) 941-7900,http://www.lincoenterprises.com,,
LOTSOFCARPET.COM,Steve Garrett,825 OLD RUCKER RD,ALPHARETTA,Georgia,30004,(877) 475-2204,http://www.lotsofcarpet.com,,
"M K DIAMOND PRODUCTS, INC",Rulon Heaton,PO BOX 2803,TORRANCE,California,2803,(310) 539-5221,http://mkdiamond.com,,
"MAJESTIC STONE IMPORT, INC",Robert Arnett,129 E PIMA ST,PHOENIX,Arizona,85004,(602) 253-7800,http://www.majesticstoneimport.com,,
MARME CANADA INC,Suleyman Odemis,150 CALDARI RD,CONCORD,Ontario,L4K 4L1,(905) 660-1214,http://www.marmecanada.com,,
MC RAE SALES AND DISTRIBUTING INC,Kip McRae,2747 LEMEL CIRCLE,SALT LAKE CITY,Utah,84115,(801) 487-1021,http://www.wholesaleflooringexpo.com,,
MEDITERRANEA,Don Mariutto,3501 NW 115TH AVE,DORAL,Florida,33178,(305) 718-5091,http://www.mediterranea-usa.com,,
"MICHAELS CARPET, INC",Brent Brutledge,PO BOX 488,CALHOUN,Georgia,30703,(706) 629-1242,,,
N W BAMBOO TRIM INC,David Johns,"15300 WOODINVILLE REDMOND RD NE, STE C2",WOODINVILLE,Washington,4510,(206) 963-8911,http://www.nwbambootrim.com,,
NATURESORT INC,Jianqiu Fang,3818 FUQUA ST,HOUSTON,Texas,77047,(713) 661-6267,http://www.naturesort.com,,
NIKO'S IMPORT-EXPORT LLC,Kole Ivanaj,17411 23 MILE RD,MACOMB,Michigan,48042,(586) 781-9000,http://www.nikosimportexport.com,,
"NIKZAD IMPORT, INC",Fred Nikzad,4403 W JEFFERSON BLVD,LOS ANGELES,California,90016,(323) 733-4144,http://www.nikzad.com,,
NORTHSTAR CERAMIC TRADING LLC,Peggy Malloy,14500 E BELTWOOD PKWY,DALLAS,Texas,75244,(972) 392-3800,http://www.northstarceramics.com,,
NOVA DISTINCTIVE FLOORS,Chris Cash,1710 E SEPULVEDA BLVD,CARSON,California,90745,(310) 604-0060,http://www.novafloorings.com,,
ONYX TILE DISTRIBUTORS,Tamer Kilincoglu,"357 WILSON AVE, BLDG 8",NEWARK,New Jersey,7105,(973) 344-5545,http://www.tilebyonyx.com,,
PAN AMERICAN CERAMICS,Troy Moon,16610 E GALE AVE,CITY OF INDUSTRY,California,91745,(626) 961-0051,http://www.panamericanceramics.com,,
"PATRIOT TIMBER PRODUCTS, INC",Paul Gosnell,PO BOX 19065,GREENSBORO,North Carolina,27419,(336) 299-7755,http://www.patriottimber.com,,
PRAVADA FLOORS INC,Onkarnbir Bandesha,105-13112 84TH AVE,SURREY,British Columbia,V3W 1L2,(604) 597-6881,http://www.pravadafloors.com,,
PROVENZA FLOORS INC,Ron Sadri,3211 S HARBOR BLVD,SANTA ANA,California,92704,(949) 788-0900,http://www.provenzafloors.com,,
QFLOORS,Chad Ogden,"7050 S 400 W, STE 100",MIDVALE,Utah,84047,(801) 563-0140,http://www.qfloors.com,,
R & D COATINGS,Buster Weinzierl,1320 ISLAND AVE,KEES ROCKS,Pennsylvania,15136,(412) 771-8110,http://www.rdcoatings.com,,
"RUBIO MONOCOAT USA, LLC",Patrick Mervyn,537 CONSTITUTIONI AVE UNIT E,CAMARILLO,California,93012,(805) 384-9200,http://www.rubiomonocoatusa.com,,
RVJ INTERNATIONAL BY UNIQUE 4U,Vida Guillory,6130 W FLAMINGO RD PMB 460,LAS VEGAS,Nevada,89103,(702) 871-6377,http://www.happyfeet.net,,
"SAXONY DISTRIBUTORS, INC",Gary Chatoff,660 LINTON BLVD #211,DELRAY BEACH,Florida,33444,(561) 276-6774,http://www.saxcarpet.com,,
SCHONOX,Karen Bellinger,515 WILHITE ST,FLORENCE,Alabama,35630,(256) 245-0345,http://www.hpsubfloors.com,,
SMARTWOOD FLOORING INC,Issac La,13668 VALLEY BLVD UNIT A,CITY OF INDUSTRY,California,91746,(626) 333-6666,http://www.smartwoodflooring.net,,
SOUND SEAL / IMPACTA FLOORING DIVISION,Bill Devin,PO BOX 545,AGAWAM,Massachusetts,1001,(800) 569-1294,http://www.acousticflooring.com,,
STANTON CARPET,Jonathan Cohen,211 ROBBINS LANE,SYOSSET,New York,11791,(516) 822-5878,http://www.stantoncarpet.com,,
STARNET COMMERCIAL FLOORING INC,Jeanne Matson,20 HOMESTEAD RD,DARIEN,Connecticut,6820,(800) 787-6381,http://www.starnetflooring.com,,
STEVENS OMNI INC,Lindsay Selby,6430-A KENNEDY RD,MISSISSAUGA,Ontario,L5T 2Z5,(800) 563-4866,"http://www,stevensomni.com",,
STOVER'S LLC,Darryl Hartnagle,PO BOX 6749,KNOXVILLE,Tennessee,37914,(865) 523-4449,http://www.stoversliquidation.com,,
STRATEGIS INTERNATIONAL INC,Jeffrey Feller,420 RUE TRANS-CANADA,LONGUEUIL,Quebec,J4G 1N8,(450) 463-9663,http://www.strategisinc.biz,,
SWIFF-TRAIN CO / EARTHWERKS,L.A. Train,2500 AGNES ST,CORPUS CHRISTI,Texas,78405,(361) 883-1706,http://www.swiff-train.com,,
SYNTHETIC GRASS WAREHOUSE,Victor Lanfranco,1400 N DALY ST,ANAHEIM,California,92806,(714) 683-2050,http://www.syntheticgrasswarehouse.com,,
TRI-WEST LTD,Daniel Proctor,12005 E PIKE ST,SANTA FE SPRINGS,California,90670,(562) 692-9166,http://www.triwestltd.com,,
TROPICAL FLOORING,Bobby Lin,2400 CHICO AVE,SOUTH EL MONTE,California,91733,(626) 582-8652,,,
TROXELL USA,Ron Troxell,18392 ENTERPRISE LANE,HUNTINGTON BEACH,California,92648,(714) 847-0880,http://www.troxellusa.com,,
V S P FLOORING,David Polley,P O BOX 668,CHATSWORTH,Georgia,30705,(706) 270-1444,http://www.vspflooring.com,,
V.A.L. FLOORS,Vito Lupino,555 GOTHAM PARKWAY,CARLSTADT,New Jersey,7072,(201) 617-7900,http://www.valfloors.com,,
"VERSATRIM, INC",Thilo Hessler,860 COMMERCE DR,HENDERSON,North Carolina,27537,(866) 200-8132,http://versatrim.com,,
WELLMADE FLOOR COVERING INTERNATIONAL,Bruce Baxter,26100 SW 95TH AVE # 205,WILSONVILLE,Oregon,97070,(866) 582-0848,http://www.wellmadefloors.com,,
WESTERN PACIFIC TILE,Mark Robson,1575 S STATE COLLEGE BLVD,ANAHEIM,California,92806,(800) 646-6161,http://www.westernpacifictile.com,,
WOODCARE USA LLC,John Thafvelin,4729 B PEACHTREE INDUSTRIAL BLVD,NORCROSS,Georgia,30092,(770) 441-0021,http://www.woodcareusa.com,,
XPRESS GLOBAL SYSTEMS,David Curvin,4080 JENKINS RD,CHATTANOOGA,Tennessee,37421,(800) 367-4416,http://www.xgsi.com,,
INDEPENDENT FLOORING CONSULTANTS,Debra Pollard,1564 TRITON ST,CARLSBAD,California,92011,(623) 293-3609,,,
A F S / ADVANCED FLRG SPECIALISTS,Fred Gamble,12215 ALTA MESA,AUBURN,California,95603,(530) 888-1217,,,
AIRE PURA,Patrick Kenney,PO BOX 8,PORTSMOUTH,Iowa,51565,(505) 975-5766,,,
ALL AMERICAN INTERIORS,Richard Snow,115 BRISTOL PL SE,CALHOUN,Georgia,30701,(706) 509-9483,,,
"ANTHONY PALANDRO FLOORING, INC",Anthony Palandro,60 BARREN RD,NEWTOWN SQUARE,Pennsylvania,19073,(610) 874-3101,,,
ANZALONE FLOORING INSPECTIONS,Jim Anzalone,4275 MARSHFIELD RD,LAWTONS,New York,14091,(716) 570-1337,,,
ARIZONA FLOORING FORENSICS LLC,John Wabeke,1803 VANDERHOEF LN,COTTONWOOD,Arizona,86326,(928) 639-3817,,,
ARKON INSPECTIONS,Scott Arkon,923 E 80 S,OREM,Utah,84097,(435) 862-1042,,,
ASSURED FLOORING INSPECTION SERVICES,Richard Schumann,7048 RIDGE CREST DR,NORTH RICHLAND HILLS,Texas,76182,(817) 296-8150,,,
"ATHEY'S INSPECTION SERVICE, LLC",Paul Athey,W150 N 7317 WOOD VIEW DR,MENOMONEE FALLS,Wisconsin,53051,(262) 293-3655,,,
BAREFOOT FLOORING,James Wilson,1717 N COUNTY DR,CASTLE HAYNE,North Carolina,28429,(910) 264-1005,http://www.barefootflooring.com,,
BC FLOORING SPECIALISTS,William Coble,1014 S BELMONT AVE,INDIANAPOLIS,Indiana,1106,(317) 635-3242,,,
BENGAL INSPECTION SERVICES,Charles Brady,721 NAPOLEAN ST,BATON ROUGE,Louisiana,70802,(225) 439-9616,,,
BETTS FLOORING SERVICE,Jim Betts,110 CLOVER SPRINGS DR,CLOVERDALE,California,95425,(707) 894-4657,,,
BRENT RITCHIE,Brent Ritchie,11573 OLIVE BERRY LN,DRAPER,Utah,84020,(801) 414-9410,,,
CALI-FLOOR TECHNICAL SERVICES INC,Raymond Darrah,3053 FREEPORT BLVD #269,SACRAMENTO,California,95818,(916) 760-8030,http://www.flooringexpert.com,,
"CALIFORNIA FLOOR INSPECTION NETWORK, INC",M. Zaim Islam,PO BOX 946,PERRIS,California,92571,(951) 246-7343,http://www.cfin2000.com,,
CARL COTHRAN,Carl Cothran,PO BOX 265,ROME,Georgia,30162,(706) 844-4257,,,
CARPET ARTS INSPECTION SERVICE,Mark Brown,PO BOX 1491,ELLICOTT CITY,Maryland,21041,(410) 465-6053,,,
CARPET SERVICES PLUS,Paul Borzy,14812 LANCELOT LANE W,NORTH ROYALTON,Ohio,44133,(440) 582-5287,,,
CARPET TECHNOLOGY ASSOCIATES,"John Herwick, Inspector","4396 BOWSPRIT CT, UNIT 4E",FT MYERS,Florida,33912,(239) 489-0916,,,
CERTIFIED FLOORING INSPECTIONS INC,Rick Sierchio,20 EAGLE LANE,SEDONA,Arizona,86336,(928) 203-9727,,,
CERTIFIED INSPECTIONS,John Paro,PO BOX 1403,BURNSVILLE,Minnesota,55337,(612) 384-7215,,,
CERTIFIED INSPECTIONS,Libby Longstreth,2205 CHRISTMAS TREE LN,RIVERBANK,California,95367,(209) 869-5994,http://carpetschool.com,,
CHARLES B STEPHENS,Charles Stephens,2401 WINDY HILL RD,MARIETTA,Georgia,30067,(770) 480-7296,http://www.cbstephensllc.com,,
CHARLES PARSLEY CARPET INSPECTION,Charles Parsley,43 NORMANDY CIR,PUEBLO,Colorado,81001,(719) 545-9890,,,
CLIFF DOCTOR INSPECTION AGENCY,Cliff Doctor,50 HALS DR,LANGHORNE,Pennsylvania,19053,(215) 750-9244,,,
CPS OF OHIO,Greg Burns,1181 WALKER SPRINGS DR,BLACKLICK,Ohio,43004,(614) 406-4940,,,
CRAIG CURRY & ASSOCIATES,Craig Curry,"2314 ROUTE 59, SUITE 313",PLAINFIELD,Illinois,60586,(630) 768-5514,,,
DALE & ASSOCIATES,Mick Dale,13976 SPANISH POINT DR,JACKSONVILLE,Florida,32225,(904) 553-0375,,,
DANNY FOOTE,Danny Foote,1901 N SUMMIT DR # 68,DALTON,Georgia,30721,(706) 226-1045,,,
DON ALEXANDER,Don Alexander,1425 WESTFIELD AVE SW,NORTH CANTON,Ohio,44720,(330) 497-1619,,,
DON SGROI,Don Sgroi,126 KIPP AVE,HASBROUCK HEIGHTS,New Jersey,7604,(201) 288-4557,,,
DREW KERN,Drew Kern,"420 MAIN ST E, SUITE 494",MILTON,Ontario,L9T 5G3,(416) 399-7944,,,
"FERBER CARPET SERVICE, INC",Irfan Murtaza,PO BOX 17202,ANAHEIM,California,7202,(714) 637-9758,http://www.floorinspections.com,,
FLOOR COVERING INSPECTIONS,Vincent Ferranti,PO BOX 5635,GOODYEAR,Arizona,85338,(623) 386-1575,http://www.arizonafloorcoveringinspection-experts.com,,
FLOOR COVERING INSPECTIONS ETC,Herb Kelly,425 WRIGHT SCHOOL RD,BELTON,South Carolina,29627,(864) 296-3787,,,
FLOOR COVERING INSPECTIONS NW,Roy Leach,PO BOX 1749,PORT ANGELES,Washington,90,(360) 670-9508,,,
FLOOR SOLUTIONS,Gaylon Bailey,PO BOX 92748,SOUTHLAKE,Texas,76092,(817) 481-0248,,,
FLOOR TECH INSPECTION &,Richard Mabel,55 DONALD RD,BURLINGTON,Massachusetts,1803,(781) 270-4819,http://www.floortechinspect.com,,
FLOORING CONCEPTS,Robert Siner,5919 S UNIVERSITY DR,DAVIE,Florida,33328,(954) 605-9436,,,
FLOORING EXPERT,Terry Weinheimer,"1430 WILLAMETTE, STE 21",EUGENE,Oregon,97401,(800) 621-3427,http://www.floorcoveringcentral.com,,
FLOORING INSPECTIONS,David Dudley,2238 N CLARK ST,VISALIA,California,2147,(559) 732-6927,http://carpetinspector.com/dudley,,
FLOORING SPECIALISTS,TIMOTHY Chavey,PO BOX 7997,CITRUS HEIGHTS,California,7997,(916) 967-0207,http://www.tchavey.com,,
FLOORING WARRANTY SERVICES,Michael Currin,11555 HIGHWAY 380 W,KRUM,Texas,76249,(940) 390-0041,http://www.fws-inc.com,,
FLOORINSPEC,Robert Lucas,2020 MALTBY RD,BOTHELL,Washington,98021,(206) 793-6720,http://floorinspec.com,,
FLOORMAX FLOORING AMERICA,Emily Worlock,1999 A MALL OF GEORGIA BLVD SUITE 100,BUFORD,Georgia,30519,(770) 963-1705,http://www.floormaxatlanta.com,,
FLORIDA FLOOR INPECTOR LLC,Martin Godell,1300 SOUTHWEST NIKOMA ST,PALM CITY,Florida,34990,(772) 215-7264,http://www.precisionlaminate.com,,
FLRG CONSULTANTS & INSPEC TRAINING SVCS,Jeanne Weathers,"2515 CLEVELAND HWY, STE 5",DALTON,Georgia,30721,(800) 462-2151,http://www.fcits.org,,
FONDA TRAWICK,Fonda Trawick,6212 HICKORY LN,MOBILE,Alabama,36609,(251) 666-8899,,,
FORENSIC TILE CONSULTANTS,Gregory Mowat,9541 VERVAIN ST,SAN DIEGO,California,3523,(858) 484-8118,,,
"FREE FLOOR COVERING, INC",Mike Free,2075 NW 94 ST,CLIVE,Iowa,50325,(515) 331-8501,http://tim.mullin@nfm.com,,
FRIER FLOORING INSPECTIONS & CONSULTING,Terry Frier,2818 W SUSAN CURVE,PEORIA,Illinois,61615,(309) 339-6781,http://www.frierflooring.com,,
"G L S SERVICES, LLC",Garieth Spear,PO BOX 64524,BATON ROUGE,Louisiana,70896,(225) 935-0021,http://www.gls4floorinspections.com,,
GEORGE DONNELLY TESTING & INSPECTIONS,George Donnelly,1 CURSO LN,HOT SPRINGS VILLAGE,Arkansas,71909,(501) 915-0626,http://www.moisturetesting.com,,
GEORGE'S CARPET & TILE,Harva Joseph,216 W 2ND ST,ROSWELL,New Mexico,88201,(575) 624-0901,http://www.georgescarpetandtile.com,,
GREEN MOUNTAIN FLOORING INSPECTIONS,Richard Reed,224 MACRAE RD,COLCHESTER,Vermont,5446,(802) 862-9998,,,
GUYETTE & ASSOCIATES,Gerard Guyette,PO BOX 1404,FOND DU LAC,Wisconsin,54936,(920) 251-5465,,,
HOWARD GRUNDLAND,Howard Grundland,9601 NW 14TH ST,PLANTATION,Florida,33322,(954) 914-3960,,,
INDEPENDENT FLOORING CONSULTANTS,Allan Pollard,1564 TRITON ST,CARLSBAD,California,92011,(760) 994-8869,,,
INDIANA FLOORING CARPET ONE,Michael Jackson,PO BOX 1138,ANDERSON,Indiana,46015,(765) 643-6635,,,
INSPECT MY FLOOR LLC,Arnold Graff,841 E WALNUT ST,LONG BEACH,New York,3825,(516) 432-6487,http://www.inspectmyfloor.biz,,
"INSPECT SOLUTIONS, INC",Ronald Gould,PO BOX 210,ZION,Illinois,60099,(847) 631-7458,http://www.inspectsolutions.com,,
"INSPECTION & COMPLIANCE SERVICES, LLC",Dennis Kuryla,7855 STONEWALL PL,AMELIA COURTHOUSE,Virginia,23002,(804) 561-1386,,,
J & M INSPECTION SERVICE,Jim Morwood,1019 EDGEMOOR,STILLWATER,Oklahoma,74074,(405) 641-5749,,,
J. S. INSPECTIONS,John St. Clair,3652 MARTINELL AVE,ROANOKE,Virginia,24018,(540) 774-5436,,,
"JASON'S CUSTOM FLOORS, INC",Jason Cantin,18910 BELLFLOWER RD,TAMPA,Florida,33647,(813) 417-7188,,,
"JERRY TIMMONS, INDEPENDENT FLOORING",Jerry Timmons,22243 RIO VISTA DR,CALDWELL,Idaho,83607,(208) 989-5832,,,
JOE LAWRENCE INSPECTIONS,Joe Lawrence,3174 VALLEY FORD RD,ADGER,Alabama,35006,(205) 425-5954,,,
JOEL SNODGRASS,Joel Snodgrass,2219 SMOKE ROCK DR,SPRING,Texas,77373,(281) 288-9612,,,
JOHN HEIGL FLOORING INSPECTION SVCS,John Heigl,18441  TAMARIND ST,FOUNTAIN VALLEY,California,92708,(714) 963-6276,,,
KATE PROCK FLOORING INSPECTIONS,Kate Prock,1641 THOMAS AVE,ST PAUL,Minnesota,55109,(651) 646-7069,,,
KELLY FLOORING,Kelly Huddleston,24611 CUCHARA ST,LA JUNTA,Colorado,81050,(719) 384-4651,,,
KINGS FLOOR COVERINGS,Richard King,2055 CALIFORNIA ST,SUTTER,California,95982,(530) 844-3941,,,
"KNIGHTS SPECIALTY, INC",Bruce Plotezka,20950 OTERO AVE,HASTINGS,Minnesota,55033,(612) 919-2876,,,
LINKEN CARPET & FLOORING,Ken Cluen,360-11 KNICKERBOCKER AVE,BOHEMIA,New York,11716,(631) 563-0566,,,
MARTHA YANOVER FC INSPECTION,Martha Yanover,3001 N SHERMAN ST,YORK,Pennsylvania,17406,(717) 873-8157,,,
MASTER FLOORING INSPECTORS & CONSULTANTS,Richard Kass,483 ESCONDIDO CIR,GRAND JUNCTION,Colorado,81503,(970) 376-2740,http://www.masterflooringinspectors.com,,
"MBD FLOOR COVERING INSPECTION SERVICE, LLC",Karen Gross,PO BOX 41005,PHOENIX,Arizona,85080,(973) 334-9747,,,
MICHAEL COHN,Michael Cohn,1070 WINDSOR ST,SALT LAKE CITY,Utah,84105,(801) 521-9450,,,
MICHAEL NURSE,Michael Nurse,#109 52450 RANGE ROAD  222,ARDROSSAN,Alberta,T8E Z6S,(780) 271-1821,,,
MIDWEST CARPET SERVICE,Sue Krisha,150 WEDGEWOOD WAY,BOLINGBROOK,Illinois,60440,(630) 606-9827,,,
MIKE URBAN FLOOR COVERING INSPECTIONS INC,Mike Urban,1404 THORTON WAY,MUNDELEIN,Illinois,60060,(847) 885-0120,http://www.woodfloorinspection.com,,
MJ QUINLAN INSPECTION SVC,Mike Quinlan,47 LENAPE WAY,HONEY BROOK,Pennsylvania,19344,(610) 942-0267,,,
MR ED'S CARPET SERVICE,Ed Vincent,1064 E CORTEZ DR,SANTA MARIA,California,93454,(805) 925-7845,,,
NEWMAN'S FLOORING SERVICES,David Newman,3529 CANNON RD #2B-623,OCEANSIDE,California,92056,(760) 732-5810,http://flooringdoctor.com,,
NORTHWEST CARPET SERVICE,Sam Loiacono,28 W 080 COMMERCIAL AVE,LAKE BARRINGTON,Illinois,60010,(847) 381-1064,,,
OLESEN'S FLOOR INSPECTIONS,Richard Olesen,1611 WOODMOOR CT,COLUMBIA,Missouri,65202,(573) 289-4181,,,
PHILIP A. FALLEK CO,Philip Fallek,7944 HASKINS DR,LENEXA,Kansas,66215,(913) 888-0196,,,
PHOENIX FLOORING CONSULTANTS,Chris Gorman,PO BOX 54406,CINCINNATI,Ohio,45245,(513) 752-8210,,,
PHOENIX FLOORING CONSULTANTS,Robert Kardasz,1028A CLOUGH PIKE,CINCINNATI,Ohio,45245,(513) 769-5898,,,
PIONEER INSPECTION SERVICE,Bruce Bennett,PO BOX 3012,LIMA,Ohio,12,(419) 999-4441,,,
PRECISION FLOORING ESTIMATING & INSPECTION,Terry Peters,6611 PICKETT AVE,GARDEN GROVE,California,92845,(714) 379-2433,,,
"PRIORITY ONE INSPECTIONS, INC",Leo Jacobs,6663 SW BEAVERTON HILLSDALE HWY #30,PORTLAND,Oregon,97225,(503) 626-6608,,,
"PRO FLOOR SERVICES, INC",David Horan,946 N FAIRVILLE AVE,HARRISBURG,Pennsylvania,17112,(717) 469-7152,,,
