name,address,city,state,postal,owner,phone,website
Ffo Inc,3200 Long Beach Rd,Oceanside,NY,11572-4110,Othman Husein,(516) 766-5270,WWW.FOF.COM
D A G Floors Inc,108 Deer Run,Roslyn Heights,NY,11577-1973,Linda Liepper,(516) 625-9553,WWW.DAGFLOORS.COM
Valley Stream House Of Carpets,175 Rockaway Ave,Valley Stream,NY,11580-5823,Raymond Tesar,(516) 872-6060,WWW.VSHOUSEOFCARPETS.COM
Peykar Rugs,455 Old Country Rd,Westbury,NY,11590-5105,Robert Hakimi,(516) 997-6760,WWW.PEYKARRUGS.COM
Pearl Carpet,1057 Broadway,Woodmere,NY,11598-1227,Barry Weinstein,(516) 569-3655,WWW.PEARLCARPETCLEANING.COM
Baers Rug and Linoleum Co,275 Edison Ave Ste A,West Babylon,NY,11704-1043,Louis Baer,(631) 392-1073,WWW.BAERSRUG.COM
Delta Polymers Inc,130 S 2nd St,Bay Shore,NY,11706-1036,Razia Rana,(631) 254-6240,WWW.DELTAPOLYMERS.COM
Nirwana Flooring Inc,40 Corbin Ave Ste I,Bay Shore,NY,11706-1048,Jay Noury,(718) 657-0066,WWW.NIRWANAFLOORING.COM
Pats Carpet Outlet Inc,100 Saxon Ave,Bay Shore,NY,11706-7029,Joan Esposito,(631) 665-4670,WWW.PATSCARPET.COM
Unlimted Hardwood Floors Of NY,42 5th Ave,Bay Shore,NY,11706-7355,Paul Barella,(631) 968-2751,WWW.UNLIMITEDHARDWOODFLOORS.NET
Advanced Epoxy Flooring System,65 A Da Vinci Dr,Bohemia,NY,11716,Danny Harmer,(631) 567-9269,WWW.ADVANCEDEPOXY.COM
Baybrent Construction Corp,1637 Sycamore Ave,Bohemia,NY,11716-1723,Richard Hoshino,(631) 563-4500,WWW.BAYBRENT.COM
R H Industries Inc,125 Wilbur Pl Ste 160,Bohemia,NY,11716-2415,Richard Bloomberg,(631) 471-9232,WWW.RHCARPET.COM
Whelans International,163 Keyland Ct,Bohemia,NY,11716-2621,Lawrence Whelan,(631) 244-6962,WWW.WHELANS.COM
Pride Carpet Inc,371 Central Ave,Bohemia,NY,11716-3179,Alice Radtke,(631) 244-3634,WWW.PRIDECARPET.COM
G&A Cleaning Shotblasting,PO Box 75,Centereach,NY,11720-0075,Gary Decanio,(631) 444-5012,WWW.GETSHOTBLASTED.COM
Carpet Your World,2611 Middle Country Rd,Centereach,NY,11720-3541,Mark Soriano,(631) 737-0638,WWW.JOMARKINSTALLATIONS.COM
Tri State Wood Floors,37 Harbor Cir,Centerport,NY,11721-1654,Gary Abraham,(631) 757-1757,WWW.TRISTATECARPETCONNECTIONS.COM
Sterling Floor Designs Ltd,82 Modular Ave,Commack,NY,11725-5706,Jerry Herz,(631) 993-3000,WWW.STERLINGFLOORDESIGNS.COM
Carpet One,20 35th St,Copiague,NY,11726-1803,Charles Colletti,(631) 842-1600,WWW.MILBURNFLOORING.COM
Freds Carpet,318 Larkfield Rd,East Northport,NY,11731-2902,Richard Capobianco,(631) 368-1850,WWW.FREDSCARPET.NET
Hoffman Floor Covering Corp,2 Commerce Dr,Farmingdale,NY,11735-1206,Andy Hoffman,(631) 454-8011,WWW.HOFFMANFLOORCOVERING.COM
Montauk Rug & Carpet Corp,65 Price Pkwy,Farmingdale,NY,11735-1305,Phil Frutcher,(631) 293-3900,WWW.MONTAUKRUGANDCARPET.COM
Prestige Wood Flooring,1555 Lincoln Ave,Holbrook,NY,11741-2217,Michael Calvagna,(631) 285-7686,WWW.PRESTIGEWOODFLOORS.COM
Village Hill Flooring,PO Box 489,Huntington Station,NY,11746-0397,Rochelle Horowitz,(631) 499-0017,WWW.VILLAGEHILLNORTHAMPTON.COM
Portico Tile & Bath Inc,875 E Jericho Tpke Unit 1,Huntington Station,NY,11746-7511,Max Previt,(631) 549-8900,WWW.PORTICOTILE.COM
Infinity Floors Inc,95 Hoffman Ln Ste D,Islandia,NY,11749-5020,Marci Miller,(631) 232-1500,WWW.INFINITYFLOORS.COM
Mcs Floor Covering Svcs Inc,PO Box 436,Islip,NY,11751-0436,Michael Staneck,(631) 224-3890,WWW.MCSFLOORCOVERING.COM
Golden Carpets,230 S Bay Ave,Islip,NY,11751-4411,John Cavanaugh,(631) 321-7801,WWW.GOLDENCARPETS.COM
USA Carpet & Tile Inc,PO Box 305,Kings Park,NY,11754-0305,Masoud Mosleh,(718) 896-5904,WWW.USACARPET.NET
Carpet Depot Inc,3080 Hempstead Tpke,Levittown,NY,11756-1344,Steve Melker,(516) 731-1324,WWW.CARPETANDFLOORS.COM
Pro-Tech Flooring Inc,3684 Mallard Rd,Levittown,NY,11756-4236,Alfred Derenzo,(516) 796-6100,WWW.HMC-MORTGAGES.COM
Harris Floors,PO Box 1215,Massapequa,NY,11758-0904,Arnold Harris,(516) 293-0175,WWW.HARRISFENCEINSTALLATION.COM
B & B Furniture Clearance Ctr,3130 Route 112,Medford,NY,11763-1429,Dennis Blumberg,(631) 736-7812,WWW.BANDBFURNITUREINC.COM
Lorias 112 Carpet,1870a Route 112,Medford,NY,11763-3640,Joseph Loria,(631) 289-4040,WWW.112CARPETCENTER.COM
Richies Fbluous Floors Carpets,449 Route 25a Ste 3,Mount Sinai,NY,11766-2042,Richard Schaal,(631) 331-3566,WWW.CARPETRICHIE.COM
Flor-All,350 Woodbine Ave,Northport,NY,11768-2961,Matthew Benkovich,(631) 754-8700,WWW.CFCONLINE.US
Port Carpet,534 Jefferson Plz,Port Jeff Sta,NY,11776-1104,Richard Schaal,(631) 473-4124,WWW.PORTCUSTOMCARPET.COM
Abbey Carpet,440 Main St,Port Jefferson,NY,11777-1694,Peter Capobianco,(631) 473-2600,WWW.CAPPYSCARPETS.COM
Reality Carpet,PO Box 1563,Rocky Point,NY,11778-1563,Monica Morehouse,(631) 744-5147,WWW.REALITYCARPET.COM
Cnf Flooring,17 Newton Blvd,Ronkonkoma,NY,11779-2729,Chris Volkman,(516) 984-5721,WWW.CNF-FLOORING.COM
Main Street Carpet Of Sayville,197 W Main St,Sayville,NY,11782-2505,Timothy Combs,(631) 563-3131,WWW.MAINSTREETCARPET.COM
G H Fardig and Sons Ltd,9 Standish Pl,Smithtown,NY,11787-5142,Carl Fardig,(631) 265-8416,WWW.FARDIGFLOORS.COM
Commercial Floors Inc,40 Oser Ave Ste 9,Hauppauge,NY,11788-3807,Joseph Reduto,(631) 952-2007,WWW.COMMERCIALFLOORSINC.COM
Metro Sales Co,3280 Sunrise Hwy,Wantagh,NY,11793-4024,Herb Karen,(516) 867-3815,WWW.METROSALES.NET
Sayville Carpet,55 Main St Unit C,West Sayville,NY,11796-1828,Nicole Shank,(631) 244-6165,WWW.SAYVILLERUNNINGCOMPANY.COM
Jericho Interiors Ltd,248 Crossways Park Dr W,Woodbury,NY,11797-2031,Rudy Lanzillotta,(516) 921-0310,WWW.DABBIERIFLOORSJERICHOINTERIORS.COM
Gold Coast Flooring Supply Inc,870 S Oyster Bay Rd,Hicksville,NY,11801-3519,Michael Mahoski,(516) 932-0434,WWW.GOLDCOASTFLOORING.COM
Carpet Mart,1522 Old Country Rd Ste 2,Plainview,NY,11803-5043,James Alesi,(516) 777-7778,WWW.CARPETMARTONLINE.COM
Greenport Carpet,PO Box 2104,Greenport,NY,11944-0895,Andrew Aurichio,(631) 477-0940,WWW.GREENPORTVILLAGE.COM
Well Floor U Inc,201 W Montauk Hwy,Hampton Bays,NY,11946-3509,John Marano,(631) 728-7359,WWW.WELLFLOORU.NET
Hansen Floor Coverings,1473 Montauk Hwy Ste C,Mastic,NY,11950-2915,Richard Drnek,(631) 281-5330,WWW.HANSENCARPET.COM
Area Rugs To Go,1135 Montauk Hwy,Mastic,NY,11950-2918,Nicholas Porcelli,(631) 653-7847,WWW.AREARUGSTOGO.COM
Accent Hardwood Flrg Sup Corp,PO Box 180,Middle Island,NY,11953-0180,Lawrence Kogel,(631) 924-0500,WWW.ACCENTFLOORING.COM
E & M Hardwood Flooring Corp,PO Box 180,Middle Island,NY,11953-0180,Wayne Kogel,(631) 924-4434,WWW.ACCENTFLOORING.COM
Iaia Hardwood Flooring Inc,241 County Road 39a Ste 5,Southampton,NY,11968-5273,Perry Iaia,(631) 283-0008,WWW.BAYSHOREHARDWOODFLOORING.COM
Abbey Carpet,375 County Road 39 Ste C,Southampton,NY,11968-5292,Philip Beller,(631) 283-6888,WWW.SYBELLECARPET.COM
Rosanti Floors Inc,58a Riverhead Rd,Westhampton Beach,NY,11978-1401,Peter Rosanti,(631) 288-2455,WWW.ROSANTIFLOORS.COM
Ballston Carpet & Tile LLC,2124 Saratoga Rd,Ballston Spa,NY,12020,Joseph Gagne,(518) 885-4588,WWW.BALLSTONCARPETANDTILE.COM
Cohoes Carpet Center Inc,205 Remsen St Ste 1,Cohoes,NY,12047-3096,Alfred Colozza,(518) 237-5027,WWW.COHOESCARPETCENTER.COM
Northeast Coml Interiors LLC,PO Box 4843,Clifton Park,NY,12065-0858,Jonathan Batchlder,(518) 861-6700,WWW.NORTHEASTCOMMERCIALINTERIORS.COM
Floor Covering Specialists,1466 Route 9 Ste 1,Clifton Park,NY,12065-6589,Robert Chichester,(518) 383-3539,WWW.FLOORSOURCEINC.COM
Albies Crpt Cft & Wallcovering,314 S Main St,Gloversville,NY,12078-4205,Albert Dicruttalo,(518) 725-1375,WWW.ALBIESCARPETCRAFT.COM
Top Tile Of Latham Inc,892 New Loudon Rd Ste 1,Latham,NY,12110-2145,Kenneth Riddell,(518) 783-7888,WWW.TOPTILELATHAM.COM
Stritsman Flooring,10 Stillman Village Rd,Petersburg,NY,12138-3407,Isaac Stritsman,(518) 658-9632,WWW.STRITSMANFLOORING.COM
Flooring Environment Inc,2084 Route 9,Round Lake,NY,12151-1710,Martha Tyler,(518) 383-5510,WWW.FLOORINGENV.COM
Toms Floor Covering Inc,342 Congress St,Troy,NY,12180-4224,Thomas Cleland,(518) 273-3131,WWW.TOMSFLOORS.COM
Alcron Inc,14 Kerry Dr,Troy,NY,12180-6128,Janet Rondeau,(518) 274-4199,WWW.RADISSONBLU.COM
Rug & Carpet Outlet,320 5th Ave,Troy,NY,12182-3219,Harry Dolab,(518) 235-7940,WWW.RUGANDCARPETOUTLET.COM
Modern Carpert,1048 Broadway,Menands,NY,12204-2534,Morris Losice,(518) 465-6300,WWW.MODERNCARPETCOMPANY.COM
Landmark Flooring Concepts Inc,5 Interstate Ave,Albany,NY,12205-5308,Tony Torani,(518) 459-3030,WWW.LANDMARKFLOORING.COM
Carpetmaster - Carpet One,110 Railroad Ave Ste 3,Albany,NY,12205-5969,Robert Taylor,(518) 435-9544,WWW.ECARPETMASTER.COM
Jafri Oriental Rug & Gallery,116 Wolf Rd Ste 3,Albany,NY,12205-5998,Turab Jafri,(518) 482-5755,WWW.JAFRIRUGS.COM
Adirondack Hardwood Floors,33 Lawnridge Ave,Albany,NY,12208-3111,William Mcguinness,(518) 453-9663,WWW.ADIRONDACKWOODFLOORS.COM
Village Paint & Decorating,146 Mohawk Ave,Scotia,NY,12302-2289,Gary Kelly,(518) 393-0358,WWW.VILLAGEPAINTLTD.COM
Roman Art Tile & Marble,1976 Schuyler St,Schenectady,NY,12303-6700,John Monzo,(518) 393-1562,WWW.ROMANARTTILE.COM
Carpet Garage,937 Ulster Ave,Kingston,NY,12401-1321,Andrew Bahl,(845) 338-5104,WWW.CARPETGARAGE.COM
Saugerties Carpet & Linoleum,2905 Route 9w Ste 1,Saugerties,NY,12477-5213,Frank Petramale,(845) 246-3636,WWW.SAUGERTIESCARPET.COM
Tacinelli Hardwood Flooring,PO Box 117,Billings,NY,12510-0117,Charlie Tacinelli,(845) 454-2100,WWW.FLOORCON.COM
Country Home Services Inc,1181 Lake View Rd Fl 1,Copake,NY,12516-1103,Robert Burch,(518) 329-7107,WWW.CHSFLOORING.COM
Contour Parquet Inc,111 Route 9,Fishkill,NY,12524-2971,Thomas Cordts,(845) 896-3162,WWW.CORDTSCO.COM
Hudson River Floor Covering,111 Macks Ln,Highland,NY,12528-2113,Joseph Lehan,(845) 691-5846,WWW.HUDSONRIVERFLOORCOVERING.COM
Stage Door Furniture,147 E Hook Cross Rd,Hopewell Junction,NY,12533-6550,Jed Ackerman,(845) 896-5440,WWW.STAGEDOORFURNITURE.COM
Redi-Cut Carpets,78 Oakbrook Ln,Lagrangeville,NY,12540-6237,Mark Plansky,(845) 297-3492,WWW.HERITAGECARPET.COM
All Wood Floors,1 Rathmore Rd,Marlboro,NY,12542-6525,Robert Morris,(845) 236-1161,WWW.ALLWOODFLOORS.NET
Affordable Floors,1 Dalfonso Rd,Newburgh,NY,12550-7204,Dennis Mahedy,(845) 565-2000,WWW.AFFORDABLE-FLOORS.COM
Carpet Mill Outlet,294 Windsor Hwy,New Windsor,NY,12553-6908,Terri Borden,(845) 562-0234,WWW.CARPETMILLOUTLET.COM
Superior Floor Inc,921 Little Britain Rd,New Windsor,NY,12553-7210,Anibal Ortega,(845) 567-1657,WWW.SUPERIORFLOORSONLINE.COM
Martins Country Craftsman,PO Box 488,Pawling,NY,12564-0488,Charles Martin,(845) 855-3397,WWW.MCCRAFTSMAN.COM
Northern Dutchess Hardwood,19 E Market St Ste 1,Red Hook,NY,12571-1434,Mike Flannery,(845) 758-2005,WWW.NDHARDWOODS.COM
Foster Flooring Carpet One,PO Box 351,Staatsburg,NY,12580-0351,Ronald Foster,(845) 889-4303,WWW.FOSTERFLOORING.COM
A-1 Carpet Inc,768 Main St,Poughkeepsie,NY,12603-1827,Jeffrey Rose,(845) 471-1970,WWW.A-1CARPET.COM
Isbirian Oriental Rugs & Crpt,30 Vassar Rd,Poughkeepsie,NY,12603-5244,John Isbirian,(845) 462-6540,WWW.ISBIRIANORIENTALRUGS.COM
Tfc Flooring Inc,PO Box 393,Woodridge,NY,12789-0393,Lorraine Bogursky,(845) 434-1817,WWW.TFCFLOORING.COM
Home Improvement Gallery Inc,10 Saratoga Ave Ste 4,South Glens Falls,NY,12803-4890,Paul Girard,(518) 745-5097,WWW.HOMEIMPROVEMENTGALLERY.NET
Tuff Kote Flooring LLC,1704 Route 9,South Glens Falls,NY,12803-5554,Michael Peck,(518) 793-2556,WWW.TUFFKOTEFLOORING.COM
Living Floors,PO Box 683,Chestertown,NY,12817-0683,Patrick Mccarroll,(518) 494-4136,WWW.LIVING.FLOORINGPLUS.COM
Wilton Floor Covering Inc,400 Ballard Rd,Wilton,NY,12831-1484,Nancy Amo,(518) 584-4146,WWW.WILTONFLOORCOVERING.COM
In Style Flooring,PO Box 139,North Creek,NY,12853-0139,Keitan Millington,(518) 251-5371,WWW.INSTYLEFLOORING.COM
Fashion Floors Of Saratoga,644 Maple Ave,Saratoga Springs,NY,12866-5607,Paul Mound,(518) 583-1423,WWW.FASHIONFLOORSOFSARATOGA.COM
Ticonderoga Paint & Dctg Ctr,1172 Nys St Rte 9m,Ticonderoga,NY,12883,Anne Charvoneau,(518) 585-7707,WWW.TICONDEROGAPAINT.BENMOOREPAINTS.COM
Martys Carpet LLC,137 Quarry Rd,Plattsburgh,NY,12901-6215,Martin Brothers,(518) 566-8853,WWW.MARTYSCARPETANDFLOOR.COM
Lee Appliance Co Inc,593 Route 3,Plattsburgh,NY,12901-6528,Gary Bertrand,(518) 563-0900,WWW.LEEAPPLIANCE.COM
Young Lyon True Value,192 Saranac Ave,Lake Placid,NY,12946,Richard Young,(518) 523-9855,WWW.YOUNGLYON.COM
Monettes Furniture & Appls Inc,PO Box 285,Mooers,NY,12958-0285,Robert Seymour,(518) 236-7123,WWW.MONETTESFURNITURE.COM
Flooring Connection,PO Box 416,Peru,NY,12972-0416,Greg Delia,(518) 335-8452,WWW.THE-FLOORING-CONNECTION.COM
Rice Furniture,43 Main St,Saranac Lake,NY,12983-1710,Clyde Baker,(518) 891-4170,WWW.RICEFURNITURE.INFO
Newman & Holmes Inc,56 Woodruff St,Saranac Lake,NY,12983-1713,Wayne Newman,(518) 891-1560,WWW.NEWMANANDHOLMES.COM
San Den Inc,PO Box 13,Central Square,NY,13036-0013,Douglas Guthrie,(315) 676-2526,WWW.SAN-DENFLOORS.COM
Affordable Carpets,8690 Backstretch Path,Cicero,NY,13039-7862,Michael Halsey,(315) 698-6801,WWW.AFFORDABLECARPETS.COM
Cortland Floorcraft,4357 N Homer Ave,Cortland,NY,13045-1078,William Hicks,(607) 753-3007,WWW.CORTLANDFLOORCRAFT.COM
R H Osbornes World Floor Cvg,4073 West Rd,Cortland,NY,13045-1637,Richard Osborne,(607) 753-9504,WWW.OSBORNESFLOORING.COM
Stevens Heritage Furniture,PO Box 593,Dryden,NY,13053-0593,Charles Stevens,(607) 844-4525,WWW.STEVENSHERITAGE.COM
International Design Guild,2217 Dryden Rd,Dryden,NY,13053-9712,Bruce Baker,(607) 844-4900,WWW.BBFLOOR.COM
Commercial Carpet Contractors,6075 Corporate Dr Ste 3,East Syracuse,NY,13057-1161,Russell Zechman,(315) 437-2372,WWW.COMPUQUOTES.COM
Ithacas Top Shop,1410 Dryden Rd,Freeville,NY,13068-9633,Ralph Crandall,(607) 347-6604,WWW.LOCKEWOODS.COM
Tri-County Carpets & Linoleum,1000 Vine St,Liverpool,NY,13088-4528,Dominick Fabrizio,(315) 457-3015,WWW.TRICOUNTYCARPETS.COM
Holt Companies Inc,PO Box 2344,Liverpool,NY,13089-2344,Robert Holt,(315) 476-2103,WWW.HOLT-COMPANIES.COM
East Coast Carpets,N Ridge Acres RR 10,Pennellville,NY,13132,Matthew Dewey,(315) 668-9191,WWW.MATTHEWDEWEY.COM
Builders Options Inc,4030 New Court Ave,Syracuse,NY,13206-1639,Sandra Seibt,(315) 463-0640,WWW.BUILDERSOPTIONS.COM
Onondaga Carpets,1510 N Salina St,Syracuse,NY,13208-1018,Lynn Perry,(315) 471-2243,WWW.ONONDAGACARPETS.COM
Shehadi Inc,1502 Erie Blvd E,Syracuse,NY,13210-1210,Steven Shehadi,(315) 472-6397,WWW.SHEHADIRUGS.COM
Integrated Industrial Services,PO Box 481,Syracuse,NY,13211-0481,William Hier,(315) 385-8720,WWW.IISCNY.COM
Tile And Carpet Town Crpt One,3195 Erie Blvd E,De Witt,NY,13214-1292,Robert Shapiro,(315) 446-9100,WWW.TTC1.NET
Jackson Furniture Company Inc,27 Schuyler St,Boonville,NY,13309-1109,David Jackson,(315) 942-4388,WWW.JACKSONFURNITURENNY.COM
Homescapes Inc,149 Main St,Cooperstown,NY,13326-1297,Ellen Weir,(607) 547-8425,WWW.GROVEHOMESCAPES.COM
Johnsons Carpet Center Inc,216 N Main St Ste 2,Herkimer,NY,13350-1977,Terry Ives,(315) 866-6000,WWW.COLORTILE.US
Roggies Flooring Center Inc,5809 Number Four Rd,Lowville,NY,13367-3331,William Roggie,(315) 376-8166,WWW.ROGGIESFLOORINGCENTER.COM
Inserras Flooring Outlet Inc,PO Box 226,Marcy,NY,13403-0226,Salvatore Inserras,(315) 768-0222,WWW.INSERRASFLOORING.COM
John Froass & Son Inc,208 E State St,Sherrill,NY,13461-1234,John Froass,(315) 363-3131,WWW.JOHNFROASSANDSON.COM
A & M Quality Floors Inc,3 Main St,Whitesboro,NY,13492-1013,Michael Sanfilippo,(315) 733-3697,WWW.AANDMFLOORS.COM
Macars Plumbing And Heating,161 Coleman Ave,Watertown,NY,13601-2217,David Derrigo,(315) 788-3732,WWW.MACARSINTERIORS.COM
Madison Avenue Gifts,325 Barben Ave,Watertown,NY,13601-4503,Joan Smith,(315) 779-9228,WWW.MADISONAVEGIFTS.COM
Obrien Flooring,63 Market St Ste 109,Potsdam,NY,13676-1764,Vince O'brien,(315) 274-9090,WWW.OBRIENSFLOORING.BRANDSOURCE.BIZ
Richville Furniture Store,160 Main St,Richville,NY,13681-9998,Ron Bovay,(315) 287-4226,WWW.RICHVILLE.MICHIGANUS.COM
Winthrop Furniture Inc,PO Box 326,Winthrop,NY,13697-0326,Mary Barnes,(315) 389-5502,WWW.WINTHROPFURNITUREINC.COM
Endwell Rug Company Inc,3646 George F Hwy,Endwell,NY,13760-5947,Cyrus Grosso,(607) 748-7366,WWW.ENDWELLRUG.COM
Farrell Distributing,19 Delaware Ave,Endicott,NY,13760-6104,James Farrell,(607) 754-0707,WWW.FARRELLDISTRIBUTING.COM
Carpet Master,PO Box 159,North Norwich,NY,13814-0159,William Rocks,(607) 336-6124,WWW.CARPETMASTERLLC.COM
Waldrons Floor Covering,27 Cartwright Ave,Sidney,NY,13838-1297,James Burke,(607) 563-1835,WWW.WALDRONMI.COM
Chenango Carpet & Furniture,Rur Rte 41 Box 62,Smithville Flats,NY,13841,Roger Connelly,(607) 656-7577,WWW.CHENANGOFURNITURE.COM
Ellis Nelson Furniture,136 E Service Hwy,Binghamton,NY,13901-1656,John Ellis,(607) 723-6444,WWW.NELSONELLISFURNITURE.COM
Ted Sheds,703 Creek Rd,Attica,NY,14011-9602,Edward Harding,(585) 591-2353,WWW.HARDINGSATTICAFURNITURE.COM
Wortzman Furniture Inc,309 Ellicott St,Batavia,NY,14020-3601,Harry Wortzman,(585) 343-0754,WWW.WORTZMANFURNITUREONLINE.COM
Max Pies Furniture Co Inc,400 S Jackson St,Batavia,NY,14020-3806,Philip Pies,(585) 343-6280,WWW.MAXPIESFURNITURE.COM
Valley Floor Covering,PO Box 101,Boston,NY,14025-0101,Susan Richter,(716) 941-6564,WWW.VALLEYFLOORCOMPANY.COM
Gabel Belting Inc,PO Box 35,Chaffee,NY,14030-0035,Robert Gabel,(716) 496-6025,WWW.GABELBELTING.COM
Carpet Gallery Of Wstn NY Inc,5319 Transit Rd Ste 1,Depew,NY,14043-4300,Gerald Brzykcy,(716) 683-8316,WWW.CARPETGALLERYSEYMOUR.COM
Carpet One Floor & Home,112 W Main St,Fredonia,NY,14063-2149,Michelene Pucci,(716) 672-5171,WWW.GOTOPUCCIS.COM
Decorator Carpets,5961 Camp Rd,Hamburg,NY,14075-4495,Richard Koningisor,(716) 649-0666,WWW.DECORATORCARPETS.COM
Abbey Carpet,360 West Ave,Lockport,NY,14094-4249,Peter Sharp,(716) 434-2159,WWW.ABBYCARPET.COM
Carpet Collection Inc,5939 S Transit Rd,Lockport,NY,14094-6305,Gary Case,(716) 433-9377,WWW.CARPETCOLLECTION.COM
Jazz Hardwood Floors Inc,397 Goundry St,North Tonawanda,NY,14120-6129,John Scott,(716) 990-1188,WWW.JAZZHARDWOOD.COM
Custom Carpet Center,2847 Southwestern Blvd,Orchard Park,NY,14127-1418,Jay Donnell,(716) 674-0678,WWW.CUSTOMCARPETCENTERS.COM
Allasen Carpet Co Inc,394 Franklin St,Buffalo,NY,14202-1509,Michael George,(716) 854-3127,WWW.ALLASEN.BRANDSOURCE.BIZ
Tifticjn Dvd & Sns Orntl Rgs,300 Delaware Ave Ste 1b,Buffalo,NY,14202-1807,David Tiftickjian,(716) 852-0556,WWW.TIFTRUGS.COM
G & L Flooring Center,200 Grant St,Buffalo,NY,14213-1606,Paul Murphy,(716) 886-7000,WWW.GANDLFLOORING.COM
Tontine Carpet,3751 Harlem Rd,Buffalo,NY,14215-1907,Charles Klyn,(716) 837-0542,WWW.TONTINECARPETONE.COM
Fairway Floor Covering Inc,55 N Gates Ave,Buffalo,NY,14218-1029,David Dussing,(716) 842-3131,WWW.FAIRWAYFLOORCOVERING.COM
Carpet Castle Inc,2926 Transit Rd,West Seneca,NY,14224-2524,Bernice Katz,(716) 675-9191,WWW.CARPETCASTLE.NET
Lake Shore Tile & Linoleum Co,162 Northridge Dr,Buffalo,NY,14224-4448,Lawrence Baron,(716) 824-0764,WWW.LAKESHORETILE.COM
Carpetsmart Inc,2500 Walden Ave,Cheektowaga,NY,14225-4738,Bob Koons,(716) 686-9699,WWW.CARPETSMARTFLOORS.COM
Cambridge Floors Inc,PO Box 356,Amherst,NY,14226-0356,Joseph Fiorella,(716) 689-6581,WWW.CAMBRIDGEFLOORS.COM
Advantage Floors Inc,264 Huxley Dr,Amherst,NY,14226-4817,David Mitchell,(716) 839-4112,WWW.ADVANTAGEHARDWOODFLOOR.COM
Carpet Factory Outlet,2262 Union Rd,Cheektowaga,NY,14227-2726,Dan Friedman,(716) 668-5503,WWW.KENNYENTERPRISES.COM
Lima Carpet Company,2474 Lakeville Rd,Avon,NY,14414-9723,Todd Wenner,(585) 226-2180,WWW.LIMACARPET.COM
Brockport Custom Carpet Inc,4590 Lake Rd S,Brockport,NY,14420-2369,Charles Hage,(585) 637-7551,WWW.BROCKPORTCUSTOMCARPET.COM
Canandaigua Carpets Inc,229 S Main St,Canandaigua,NY,14424-2114,Stephen Siciliano,(585) 394-3170,WWW.CANANDAIGUACARPETS.COM
Cafco Carpets & Cleaning,213 Hawthorne Cir,Farmington,NY,14425-7039,Frank Passamonte,(315) 986-4116,WWW.IPAGEPRO.COM
John Carter Flooring,1418 Tudor Way,Farmington,NY,14425-8922,John Carter,(585) 734-8027,WWW.JOHNCARTERFLOORING.COM
Denisi Flooring,21 Kendall St,Clifton Springs,NY,14432-1009,Vince Denisi,(315) 462-6600,WWW.DENISIFLOORING.COM
Lynch Furniture Co Geneva,479-485 Exchange St Ste,Geneva,NY,14456,Bernard Lynch,(315) 789-7121,WWW.LYNCHFURNITURECO.COM
Canadice Imports,PO Box 820,Honeoye,NY,14471-0820,Janis Cooley,(585) 229-4260,WWW.CANADICEIMPORTS.COM
Finger Lakes Flooring,23 Main St,Livonia,NY,14487,Tim Collins,(585) 346-4310,WWW.FINGERLAKESFLOORING.COM
Carpet Spectrum,3432 Palmyra Rd,Marion,NY,14505-9710,Steven Dalberth,(315) 926-5386,WWW.CARPETSPECTRUM.COM
Mt Morris Furniture,27 N Main St 31,Mount Morris,NY,14510-1090,Louis Bozzette,(585) 658-2234,WWW.MTMORRISFURNITURE.COM
Barbara Jeans Furn & Crpt Inc,4500 State Route 414,North Rose,NY,14516-9703,Barbara Squires,(315) 587-9970,WWW.BARBARAJEANSFURNITURE.COM
Victor Furniture Inc,21 Schoen Pl,Pittsford,NY,14534-2054,Ira Goldman,(585) 586-5866,WWW.VICTORFURNITURE.COM
North Spclty Hardwood Flooring,1857 County Road 19,Shortsville,NY,14548-9203,Stewart North,(585) 289-3449,WWW.NORTHSPECIALTYHARDWOODFLOORING.COM
Sail-On Carpets Inc,4655 W Ridge Rd Ste 1,Spencerport,NY,14559-1566,Michael Pavone,(585) 352-1170,WWW.SAILONCARPETS.COM
Arrow Kitchens Inc,168 W Main St,Webster,NY,14580-2919,Vincent Mastrosimone,(585) 670-9910,WWW.ARROWKITCHENS.COM
Messner Carpeting,1344 University Ave,Rochester,NY,14607-1656,Peter Messner,(585) 271-5670,WWW.MESSNERCARPET.COM
Discount Carpets,632 Jay St,Rochester,NY,14611-1344,Charles Selleck,(585) 235-6360,WWW.DISCOUNTCARPETSANDFLOORS.COM
Western New York Floor Co Inc,103 Potomac St,Rochester,NY,14611-1697,Gerard D'hont,(585) 527-9400,WWW.WNYFLOOR.COM
Christie Carpet Inc,4414 Dewey Ave,Rochester,NY,14616-1224,Mark Leathersich,(585) 663-5030,WWW.CHRISTIECARPETS.COM
Rosilio Hardwood Floor,119 Armstrong Rd,Rochester,NY,14616-2703,Dale Rosilio,(585) 750-3766,WWW.ROSILIOHARDWOODFLOORING.COM
Cliff Kemp Carpet & Flooring,754 Clinton Ave S,Rochester,NY,14620-1402,Grace Kemp,(585) 271-9050,WWW.RPMCARPETS.COM
Decor World,766 E Ridge Rd,Rochester,NY,14621-1709,Ric Coffaro,(585) 338-7331,WWW.MRDECORWORLD.COM
Rug Market The,1085 E Ridge Rd,Rochester,NY,14621-1901,Daniel Buerkle,(585) 544-8690,WWW.RUGIDEA.COM
Bills Carpet Center,376 Jefferson Rd Ste 8,Rochester,NY,14623-2439,William Calder,(585) 292-5330,WWW.BILLSCARPETCENTER.COM
