name,phone,address,city,state,postal,primary_email,owner,contacts,other_emails,website,sources
"BUFFALOE FLOOR COVERING INC","(713) 686-3589","","HOUSTON","TX","","info@buffaloefloorcovering.com","Irene Buffaloe","","irene@buffaloefloorcovering.com,irene@buffaloefloorcovering.com","http://www.buffaloefloorcovering.com/,","consolidated,johanna"
"FREEBURG HOME CENTER","(573) 744-5405","","FREEBURG","MO","","fhc@freeburghomecenter.com","Mike Wilde","","-,-","http://www.freeburghomecenter.com,","consolidated,johanna"
"QUALITY CARPETS & INTERIORS","(901) 465-4058","","SOMERVILLE","TN","","GreatDealSales@kudzu.com.","-","","-,-","http://www.kudzu.com/m/Quality-Carpets-Interiors-9772935,","consolidated,johanna"
"JE CONCEPTS","(816) 524-0255","","LEES SUMMIT","MO","","N/A","-","","-,-","www.jeconcepts.net/,","consolidated,johanna"
"SMITTY'S FLOOR COVERING","(940) 382-3232","","DENTON","TX","","info@smittysfloorcovering.com","Darlene Rogers","","jdarlenerogers@hotmail.com,jdarlenerogers@hotmail.com","http://www.smittysfloorcovering.com/,","consolidated,johanna"
"BEAUTIFUL HOME INTERIORS","(573) 893-2500","","JEFFERSON CITY","MO","","darrell@beautifulhomeinteriors.com","Darrell Reinsch","","darrell@beautifulhomeinteriors.com,darrell@beautifulhomeinteriors.com","http://beautifulhomeinteriors.com/,","consolidated,johanna"
"VIDALIA CARPET CENTER","(912) 537-8100","","VIDALIA","GA","","N/A","Doug Williams","","-,-","http://vidaliacarpetcenterinc.com/,","consolidated,johanna"
"WITTWER INC dba BOULEVARD HOME FURNISHING","(435) 986-3100","390 NORTH MALL DRIVE","SAINT GEORGE","UT","","N/A","Sheldon Wittwer","","sheldonw@blvdhome.com,sheldonw@blvdhome.com","http://www.boulevardhome.com/,","consolidated,johanna"
"M & M FLOOR COVERING","(718) 258-9784","2356 Nostrand Avenue","BROOKLYN","NY","","N/A","Maria De Vaynes","","-,-","http://brooklyn.citysearch.com/profile/7346846/brooklyn_ny/m_m_floor_covering.html,","consolidated,johanna"
"BEST BUY CARPET INC","(850) 678-0041","","NICEVILLE","FL","","N/A","Emmett  & Lois Traxler","","etrax@ltrax.gccoxmail.com,etrax@ltrax.gccoxmail.com","http://www.bestbuycarpetinc.com/,","consolidated,johanna"
"WEBBS CARPET COMPANY","(910) 485-5865","","FAYETTEVILLE","NC","","N/A","Woody Griffin","","-,-","http://www.webbcarpet.net/,","consolidated,johanna"
"QUALITY CO INC","(662) 252-5098","","OLIVE BRANCH","MS","","N/A","Allen Thompson","","-,-","http://www.qualityandcompany.com/,","consolidated,johanna"
"DISCOUNT CARPET WHSE INC/ICRA","(517) 694-1888","","MASON","MI","","discountcarpet@outdrs.net","Gary Slee","","discountcarpet@outdrs.net,discountcarpet@outdrs.net","http://www.discountcarpetwarehouseinc.com/ -,","consolidated,johanna"
"Standale Interiors","(616) 453-8201","4046 Lake Michigan Dr","Grand Rapids","MI","","janl@standalelumber.com/ info@standaleinteriors.com","Sue MacDonald","","suemac@standalelumber.com,suemac@standalelumber.com","http://www.standaleinteriors.com/,http://www.standaleinteriors.com/,","consolidated,johanna"
"WILMINGTON CARPETS INC","(937) 383-1077","","WILMINGTON","OH","","wilmingtoncarpets@gmail.com","-","","-,-","http://www.wilmingtoncarpets.com/,","consolidated,johanna"
"K & K CARPET","(845) 573-9700","","SPRING VALLEY","NY","","N/A","-","","-,-","http://www.kkcleaning.com,","consolidated,johanna"
"CUSTOM FLOORING LLC","(601) 636-7474","","VICKSBURG","MS","","customflooringms@att.net","-","","-,-","http://www.customflooringllc.com/carpet.html,","consolidated,johanna"
"TWIN OAKS CARPET","(815) 372-2444","","ROMEOVILLE","IL","","N/A","Lynn DeMill","","lynn.demill@sbcglobal.net,lynn.demill@sbcglobal.net","http://twinoakscarpet.com,","consolidated,johanna"
"CARPET MAN INC THE","(317) 894-0000","","CUMBERLAND","IN","","info@carpetmanclean.com","Jeremy Hongslo","","jeremyhongslo@myfa.net,jeremyhongslo@myfa.net","http://www.carpetmanclean.com/,","consolidated,johanna"
"RUSBOSIN FURNITURE","(724) 532-1985","","LATROBE","PA","","N/A","John Rusbosin","","johnr@rusbosinfurniture.com,johnr@rusbosinfurniture.com","http://rusbosinfurniture.com/,","consolidated,johanna"
"GLASTONBURY CPT WORKSHOP LLC","(860) 633-8832","","GLASTONBURY","CT","","glastcpt@yahoo.com","Carol McGuire","","glastcpt@yahoo.com,glastcpt@yahoo.com","http://www.glastonburycarpet.com/,","consolidated,johanna"
"BYRAM CARPET INC","(973) 347-4883","","ANDOVER","NJ","","n/a","Gregory Matthews","","","http://www.byramcarpet.com,","consolidated,johanna"
"FIRST CHOICE FLOORCOVERING","(734) 981-3000","","CANTON","MI","","floorsandremodeling@comcast.net","Carl Schmidt","","jessncarl@comcast.net,jessncarl@comcast.net","http://www.floorsandremodeling.com,","consolidated,johanna"
"FLOOR SYSTEMS INC","(410) 257-7380","","HUNTINGTOWN","MD","","N/A","Roger and Bill Murphy","","bmurphy@floorsystems.net,bmurphy@floorsystems.net","http://www.floorsystems.net,","consolidated,johanna"
"MILLION'S CARPET SERVICE INC","(859) 336-7141","","SPRINGFIELD","KY","","lynettemillion@yahoo.com","Glenn Million","","millionscarpetse@bellsouth.net,millionscarpetse@bellsouth.net","http://www.millionsfloorcenter.com/,","consolidated,johanna"
"AMERICAN RIVER FLOORING & PAINTING","(916) 416-3203","","FAIR OAKS","CA","","don@arflooring.com","Coleen Shannon","","coleen@americanriverflooring.com,coleen@americanriverflooring.com","http://www.vacantinteriors.com/,","consolidated,johanna"
"FUNCH INC","(610) 258-3947","901 Line St","EASTON","PA","","Sales@craftrugmills.biz","Marvin Deemer","","marvin.deemer@craftrugs.com,marvin.deemer@craftrugs.com","http://craftrugmills.biz/,0,www.craftrugmills.biz,","consolidated,johanna"
"AMERICA'S FINEST INC","(360) 683-2933","","PORT ANGELES","WA","","americasfinest2008@live.com","Robert Bourns","","","http://www.amfinestinc.com,","consolidated,johanna"
"MCMILLINS FURNITURE INC","(810) 387-2626","","YALE","MI","","cmcmillin@mcmillins.com","Chuck McMillin","","cmcmillin@mcmillins.com,cmcmillin@mcmillins.com","http://www.mcmillins.com/,","consolidated,johanna"
"BAUMGARTNER'S","(573) 386-2231","","AUXVASSE","MO","","Baumgartnersfurniture@gmail.com","Alan Baumgartner","","","http://www.baumgartners.com/,","consolidated,johanna"
"STYLISH INTERIORS INC","(281) 449-5118","","CONROE","TX","","ricky@stylishcarpets.com","Ricky Simmons, Sr.","","ricky@stylishcarpets.com,ricky@stylishcarpets.com","http://www.stylishcarpets.com/,","consolidated,johanna"
"SOUTHERN ELEGANCE TILE INC","(865) 983-1162","","MARYVILLE","TN","","N/A","Karl Reeves","","","http://www.southernelegancetileinc.com/,","consolidated,johanna"
"DUNN PETER ENT INC","(210) 333-5750","","SAN ANTONIO","TX","","N/A","Peter Dunn","","","www.spoke.com,","consolidated,johanna"
"LANGE CARPET COMPANY","(231) 726-2352","","MUSKEGON","MI","","LANGEFLOORS@YAHOO.COM","Scott Gilbert","","langefloors@yahoo.com,langefloors@yahoo.com","http://www.langeflooringcenter.com/,","consolidated,johanna"
"JO-MARK INSTALLATIONS INC","(631) 737-0638","","CENTEREACH","NY","","N/A","Mark Soriano","","carpetyourworld@aol.com,carpetyourworld@aol.com","http://www.jomarkinstallations.com,","consolidated,johanna"
"Churchs Carpet","(828) 327-0404","310 1st Street AVE SE","Hickory","NC","","pam.cci@embarqmail.com","Pam Norris","","pam.cci@embarqmail.com,pam.cci@embarqmail.com","http://churchscarpet.com/?7fed7228,http://churchscarpet.com/,","consolidated,johanna"
"CALLAWAYS CARPET INC","(325) 673-6722","","ABILENE","TX","","carpet@callawayscarpet.com","Bill Herring","","carpet@nts-online.net,carpet@nts-online.net","http://callawayscarpet.com/,","consolidated,johanna"
"NCK CARPET PLUS","(785) 243-1141","","CONCORDIA","KS","","nckcp@kitusa.com","Carol Richard","","","www.nckcarpetplus.com,","consolidated,johanna"
"TISSOTS HOME CENTER","(937) 393-4275","","HILLSBORO","OH","","TISSOTSHOMECENTER@SBCGLOBAL.NET","Jane Tissot","","","http://www.tissotshomecenter.com/,","consolidated,johanna"
"MIDDLE GEORGIA TILE CO INC","(478) 274-1153","","DUBLIN","GA","","reneechoate@middlegeorgiatile.net","George Rosa","","georgerosa@middlegeorgiatile.net,georgerosa@middlegeorgiatile.net","http://www.middlegeorgiatile.net/,","consolidated,johanna"
"CARPET MART OF BELLEVILLE INC","(618) 234-6900","","BELLEVILLE","IL","","N/A","Brad Curtis & Mary Curtis","","","http://www.carpetmartbelleville.com,","consolidated,johanna"
"WENKE FLOORING & DESIGN","(269) 385-3111","","KALAMAZOO","MI","","wenkeflooringanddesign@yahoo.com","Debbie Wenke","","","http://www.wenketileandcarpet.com/,","consolidated,johanna"
"DARIOS CARPETS","(310) 641-2914","","LOS ANGELES","CA","","N/A","Dario and Gloria Ruiz","","","http://www.darioscarpets.net,","consolidated,johanna"
"FOUR STAR FLOORING INC","(603) 624-7827","","MANCHESTER","NH","","4starflooring@gmail.com","John Kallelis","","","http://www.4starflooring.com/,","consolidated,johanna"
"GREER'S DON FASHION FLOOR","(724) 228-2250","","WASHINGTON","PA","","info@dongreersfashionfloors.com","Don Greer","","don_greer@verizon.net,don_greer@verizon.net","http://www.dongreersfashionfloors.com/,","consolidated,johanna"
"RELO INTERIOR SERVICES","(813) 287-2480","","TAMPA","FL","","info@relointeriors.com","Tony Hough","","","http://www.relointeriors.com/Layouts/Layout1/Default.aspx,","consolidated,johanna"
"WORDEN INTERIORS INC","(989) 652-8847","","FRANKENMUTH","MI","","wordeninteriors@airadv.net","Harry and Barb Worden","","","http://www.wordeninteriors.com/,","consolidated,johanna"
"CARPET CONNECTION","(218) 879-6367","","CLOQUET","MN","","info@carpetconnection.org","Donald Perkkio","","","http://www.carpetconnection.org/,","consolidated,johanna"
"TWIN CITIES FLOOR COVERING INC","(530) 673-4435","","YUBA CITY","CA","","twincitiesflooring@sbcglobal.net","Bill & Tom Good","","","http://www.twincitiesfloorcovering.com,","consolidated,johanna"
"Flooring Center Inc","(608) 356-3206","4066 Highway 12","Baraboo","WI","","ss70usa@netscape.net","Jon Marking","","john@flooringcenter.com,john@flooringcenter.com","http://www.barabooflooringcenter.com/,0,","consolidated,johanna"
"BRINKS JOHNNY TRICO SALES INC","(830) 896-1204","","KERRVILLE","TX","","info@johnnybrinks.com","John Brink III","","","http://www.johnnybrinks.com/,","consolidated,johanna"
"GILLES TRUE VALUE","(217) 832-8123","","VILLA GROVE","IL","","N/A","John Gilles","","","http://www.gillestruevalue.com/,","consolidated,johanna"
"BOBS AFFORDABLE CARPETS INC","(302) 836-0466","","NEW CASTLE","DE","","bobscarpets@aol.com","Bob Evanousky","","bobscarpets@aol.com,bobscarpets@aol.com","http://www.bobsaffordablecarpets.com/,","consolidated,johanna"
"CARPET PLAZA","(218) 263-8801","","HIBBING","MN","","N/A","Curtis & Debbie Lundin","","","http://www.minnesotadir.com/carpet-pla-hibbing-biz23036.htm,","consolidated,johanna"
"CLASSIC CARPET & INTERIORS","(515) 832-1219","","WEBSTER CITY","IA","","kevin_rubash@iowatelecom.net","Patricia Westcott","","","http://www.classiccarpetandinteriors.com/,","consolidated,johanna"
"REARDONS CARPET CENTER INC","(815) 729-0125","","PLAINFIELD","IL","","N/A","-","","-,-","www.reardonscarpet.com,","consolidated,johanna"
"DESIGNER SOLUTIONS INC","(540) 719-1266","","HARDY","VA","","designer.solutions@yahoo.com","Miranda Shotwell","","-,-","http://www.designersolutionsinc.com/,","consolidated,johanna"
"MATTRESS & CARPET EXPRESS","(703) 550-1933","","LORTON","VA","","N/A","Bruce Siasi","","b.siasi@carpetfloorexpress.com,b.siasi@carpetfloorexpress.com","www.mattresscarpetexpress.com/,","consolidated,johanna"
"MENKE INC","(325) 673-5096","","ABILENE","TX","","russ@menke-floorscapes.com","Russ Menke","","russ@menke-floorscapes.com,russ@menke-floorscapes.com","www.menke-floorscapes.com/,","consolidated,johanna"
"TOWN & COUNTRY CPT AND FLRCOV","(763) 533-2486","","MAPLE GROVE","MN","","lucas@townandcountrycarpet.net","Lucas Farrand","","lucas@townandcountrycarpet.net,lucas@townandcountrycarpet.net","http://www.townandcountrycarpet.net/,","consolidated,johanna"
"PETERSEN'S LINOLEUM & CARPETIN","(970) 226-5343","","FORT COLLINS","CO","","plclauren@hotmail.com","Jim Petersen","","","http://www.petersensflooringanddesign.com,","consolidated,johanna"
"FACTORY WAREHOUSE OF FLRS LLC","(386) 740-7484","","DELAND","FL","","N/A","Salvatore Sacchere","","","http://www.designbiz.com/net0/CompanyWelcome.asp?CompanyID=86435,","consolidated,johanna"
"WILLIAMS CARPET SERVICE INC","(843) 249-2224","1600 Hwy 17 North","NORTH MYRTLE BEACH","SC","","teri@williamscarpetcarenc.com","Stuart & Teri Williams","","teri@williamscarpetcarenc.com,teri@williamscarpetcarenc.com","http://www.williamscarpetcarenc.com/,","consolidated,johanna"
"OSBORNS GEORGIA CARPET","(812) 234-4423","","TERRE HAUTE","IN","","osbornsgeorgiacarpet@frontier.com","-","","-,-","http://www.osbornsgeorgiacarpet.com/,","consolidated,johanna"
"BISEK INTERIORS","(507) 364-7944","","MONTGOMERY","MN","","info@bisekinteriors.com","Tim Bisek","","-,-","http://www.bisekinteriors.com,","consolidated,johanna"
"WERTZ FLOORING GALLERY INC","(804) 745-3215","","MIDLOTHIAN","VA","","N/A","Brian Wertz","","wertzflooring@verizon.net,wertzflooring@verizon.net","http://www.wertzflooring.com/,","consolidated,johanna"
"MI CASA ENTERPRISES","(818) 725-7382","","CHATSWORTH","CA","","N/A","Herach Kirokian","","advantage_carpet@yahoo.com,advantage_carpet@yahoo.com","http://www.advantagecarpetca.com/,","consolidated,johanna"
"ARVADA WEST DECORATING & FLRNG","(303) 424-7333","","ARVADA","CO","","sales@arvadafloor.com","Crystal and Matt Vagts","","matt.vagts@arvadafloor.com,matt.vagts@arvadafloor.com","http://www.awdecorating.com/,","consolidated,johanna"
"NOVA FLOORING WHOLESALERS","(703) 449-5900","","CHANTILLY","VA","","sales@NOVAFLOORING.COM","David Barbar","","david@novaflooring.com,david@novaflooring.com","http://www.novaflooring.com,","consolidated,johanna"
"JWK INC","(228) 497-2004","","GAUTIER","MS","","N/A","John Kotsakos","","-,-","http://www.designbiz.com/Biz/bizProfile.asp?CompanyID=95459,","consolidated,johanna"
"STARKVILLE FLOORING LLC","(662) 615-1404","","STARKVILLE","MS","","katharinehanes@gmail.com","Jeffery Cook","","-,-","http://starkvilleflooring.net/,","consolidated,johanna"
"SOUTHPARK CARPET & FLRING OTLT","(804) 748-4990","","COLONIAL HEIGHTS","VA","","N/A","Lee Robertson","","lee@southparkcarpet.com,lee@southparkcarpet.com","http://www.southparkcarpet.com/,","consolidated,johanna"
"PERGE CARPET","(301) 449-7676","","CAMP SPRINGS","MD","","pergecarpet@live.com","George Afshar","","-,-","www.floorneeds.com/,","consolidated,johanna"
"CARPET SPECTRUM INC","(901) 386-5207","","MEMPHIS","TN","","wdb@carpetspectrum.net","Tim, Bill & Jan Browning","","timbo@carpetspectrum.net / jana@carpetspectrum.net,timbo@carpetspectrum.net / jana@carpetspectrum.net","http://carpetspectrum.net/,","consolidated,johanna"
"ULTIMATE FLOORING & SUPPLIES","(219) 926-1094","","CHESTERTON","IN","","ultimate7@verizon.net","Brian Wuerthele","","-,-","http://ultimateflooringsupply.com,","consolidated,johanna"
"CARPETMAN","(209) 667-4422","","TURLOCK","CA","","Red@CarpetManProFlooring.com","Red, David & Ellen St. Clair","","Ellen@CarpetManProFlooring.com / David@CarpetManProFlooring.com,Ellen@CarpetManProFlooring.com / David@CarpetManProFlooring.com","http://www.carpetmanproflooring.com/,","consolidated,johanna"
"INKROTE FLOORS INC","(541) 476-2164","","GRANTS PASS","OR","","bill@inkrotefloors.com","Bill Inkrote","","bill@inkrotefloors.com,bill@inkrotefloors.com","http://www.inkrotefloors.com,","consolidated,johanna"
"LAKE FOREST CARPETS INC","(864) 244-2510","","GREENVILLE","SC","","","Martha Woods","","martha@lakeforestcarpets.com,martha@lakeforestcarpets.com","http://www.designbiz.com/Biz/bizProfile.asp?CompanyID=79318,","consolidated,johanna"
"CARPET CITY & HOME DEC CTR INC","(703) 451-0400","","SPRINGFIELD","VA","","sales@homedecorcenter.com","Mehdi Zarkhohs","","-,-","www.homedecorcenter.com,","consolidated,johanna"
"CALLAWAY FURNITURE INC","(302) 398-8858","","HARRINGTON","DE","","furnatcallaways@aol.com","Bob Callaway","","callaway1947@aol.com,callaway1947@aol.com","http://www.callawayfurniture.net/,","consolidated,johanna"
"HOLLIDAY'S FLOORING","(864) 338-5466","","BELTON","SC","","N/A","Jill Sims","","-,-","http://www.hollidaysflooring.com/,","consolidated,johanna"
"KAREN'S CARPET SALES INC.","(865) 945-3353","","POWELL","TN","","mrwlsn23@aol.com","Mark Wilson and Deon Wilson","","mrwlsn23@aol.com,mrwlsn23@aol.com","http://www.karenscarpetsales.com/,","consolidated,johanna"
"AMERICAN WHOLESALE FLOORING","(480) 964-4000","","MESA","AZ","","brian@american-interiors.com","Brian Frost","","brian@american-interiors.com,brian@american-interiors.com","http://www.designbiz.com/biz/bizProfile.asp?CompanyID=95702,","consolidated,johanna"
"FLOOR COVERING EXPRESS INC","(253) 566-6880","","TACOMA","WA","","info@floorcoveringexpress.com","Pete & Jeanine Kneeland","","-,-","http://www.floorcoveringexpress.com/,","consolidated,johanna"
"KASTRAN KARPETS","(419) 529-3161","","MANSFIELD","OH","","kelli.kastrankarpets@neohio.twcbc.com","Nora & James Kastran","","","http://www.kastrankarpets.com,","consolidated,johanna"
"NATIONWIDE FLOOR & WINDOW","(719) 487-7767","","MONUMENT","CO","","N/A","Kim Carson","","kcarson@flooringanddesigncenter.com,kcarson@flooringanddesigncenter.com","http://www.flooringanddesigncenter.com/,","consolidated,johanna"
"CARPET PLUS INC","(417) 335-8888","","HOLLISTER","MO","","mycarpetplus@yahoo.com","Ted Brayfield","","mycarpetplus@yahoo.com,mycarpetplus@yahoo.com","http://www.mycarpetplus.com/,","consolidated,johanna"
"CHEROKEE FLOOR COV INC","(770) 926-7500","","LEBANON","GA","","n/a","Chip Prance","","chip@cherokeefloorcovering.com,chip@cherokeefloorcovering.com","http://cherokeefloorcovering.com/,","consolidated,johanna"
"MURPHY","(815) 455-4070","661 S Main Street","CRYSTAL LAKE","IL","","info@mayfairfurnitureandcarpet.com","Redmond Murphy","","-,-","www.mayfairfurnitureandcarpet.com,","consolidated,johanna"
"SKYWAY FLOOR COVERING INC","(704) 282-0029","","MONROE","NC","","N/A","Denise Carelock","","-,-","http://skywayfloorcovering.com,","consolidated,johanna"
"VALUE DISCOUNT FLOORING INC","(815) 678-6200","","RICHMOND","IL","","info@valuediscountflooring.com","Kris Vaos","","kris@valuediscountflooring.com,kris@valuediscountflooring.com","http://www.valuediscountflooring.com/,","consolidated,johanna"
"LOMBARDI FURNITURE & INTERIORS","(618) 343-1900","","COLLINSVILLE","IL","","service@lombardiinteriors.com","Robert Lombardi","","-,-","http://www.lombardiinteriors.com,","consolidated,johanna"
"HARBOUR GLEN INC.","(806) 331-0094","2471 I 40 WEST","AMARILLO","TX","","info@legacyfloorcovering.com","-","","sales@legacyfloorcovering.com,sales@legacyfloorcovering.com","NOT FOUND,http://legacyfloorcovering.com,http://legacyfloorcovering.com/index.htm,","consolidated,johanna"
