name,phone,address,city,state,postal,primary_email,website,owner_first,owner_last,owner,sources_count,sources,source1,source2,source3,source4,source5,source6,source7,contacts_count,contact1_first,contact1_last,contact1,contact2_first,contact2_last,contact2,contact3_first,contact3_last,contact3,other_emails_count,other_email1,other_email2,other_email3
MOUNT VERNON CARPET ONE FLOOR & HOME,(360) 336-6533,PO BOX 1166,MOUNT VERNON,Washington,1166,,http://www.mvcarpetone.com,Debbie,Monetti,Debbie Monetti,1,wfca,wfca,,,,,,,0,,,,,,,,,,0,,,
N F I C,(866) 445-8777,PO BOX 4248,CANTON,Georgia,30114,,http://www.nficnet.com,P.J.,Arthur,P.J. Arthur,1,wfca,wfca,,,,,,,0,,,,,,,,,,0,,,
PACIFIC COAST COMMUNITIES,(858) 259-2960,4350 EXECUTIVE DR #305,SAN DIEGO,California,92121,,http://www.pcc-heritage.com,Sylvia,Hanson,Sylvia Hanson,1,wfca,wfca,,,,,,,0,,,,,,,,,,0,,,
PRIMERA,(480) 829-0054,1311 W 21ST ST,TEMPE,Arizona,85282,,http://www.primerainteriors.com,TJ,Wheeler,TJ Wheeler,1,wfca,wfca,,,,,,,0,,,,,,,,,,0,,,
PROSOURCE OF JACKSONVILLE,(904) 288-5688,5250 SUNBEAM RD,JACKSONVILLE,Florida,32257,,http://www.prosourcefloors.com/jacksonville,Glenn,Miller,Glenn Miller,1,wfca,wfca,,,,,,,0,,,,,,,,,,0,,,
PROSOURCE OF NASSAU,(516) 576-0000,303 SUNNYSIDE BLVD,PLAINVIEW,New York,11803,,http://www.prosourcefloors.com,Douglas,Katz,Douglas Katz,1,wfca,wfca,,,,,,,0,,,,,,,,,,0,,,
PROSOURCE OF SEATTLE,(425) 487-4343,21312 30TH DR SE #B107,BOTHELL,Washington,98021,,http://www.prosourcefloors.com/seattle,Scott,Lewis,Scott Lewis,1,wfca,wfca,,,,,,,0,,,,,,,,,,0,,,
SHEA DESIGN STUDIO,(925) 245-3770,2580 SHEA CENTER DR,LIVERMORE,California,94551,,http://www.sheahomes.com,Melanie,Hannigan,Melanie Hannigan,1,wfca,wfca,,,,,,,0,,,,,,,,,,0,,,
SIGNATURE INTERIORS & DESIGN LLC,(425) 251-0241,6404 S 209TH ST,KENT,Washington,98032,,http://www.signatureinteriorsdesign.com,Kelli,ODay,Kelli ODay,1,wfca,wfca,,,,,,,0,,,,,,,,,,0,,,
ST. JEAN FLOORING SERVICES LTD,(613) 735-8190,179 AGNES ST,PEMBROKE,Ontario,K8A 5M8,,http://www.stjeanflooring.ca,Michael,St. Jean,Michael St. Jean,1,wfca,wfca,,,,,,,0,,,,,,,,,,0,,,
STAR FLOORING & DECORATING,(316) 946-1630,325 S WEST ST,WICHITA,Kansas,67213,,http://www.starlumber.com/flooring.html,Jacque,Jolly,Jacque Jolly,1,wfca,wfca,,,,,,,0,,,,,,,,,,0,,,
T S CARPET & DESIGN CENTER,(714) 572-7333,"320 E ORANGETHORPE AVE, STE A/B",PLACENTIA,California,92870,,http://www.tscarpet.com,Tom,Solomonson,Tom Solomonson,1,wfca,wfca,,,,,,,0,,,,,,,,,,0,,,
"TILE MARKET OF DELAWARE, INC",(302) 777-4663,405 EAST MARSH LANE,WILIMINGTON,Delaware,19804,,http://www.tilemarketofde.com,John,Watson,John Watson,1,wfca,wfca,,,,,,,0,,,,,,,,,,0,,,
TOUCH OF COLOR DESIGN GROUP,(717) 939-4390,PO BOX 4845,HARRISBURG,Pennsylvania,17111,,http://www.floorpro.biz,Scott,Appel,Scott Appel,1,wfca,wfca,,,,,,,0,,,,,,,,,,0,,,
"VILLAGE FLOOR & WALL, INC",(763) 210-3000,2221 108TH LANE NE,BLAINE,Minnesota,55449,,http://www.villagefloor.com,Brent,Pobuda,Brent Pobuda,1,wfca,wfca,,,,,,,0,,,,,,,,,,0,,,
WESTCHESTER HOUSE AND HOME,(914) 864-2865,65 S MOGER AVE,MOUNT KISCO,New York,10549,,http://www.westchesterhouseandhome.com,Kathleen,Shahin,Kathleen Shahin,1,wfca,wfca,,,,,,,0,,,,,,,,,,0,,,
WESTLAND CARPET ONE FLOOR & HOME,(626) 967-1432,116 E SHOPPERS LN,COVINA,California,91723,,,Steve,Najarro,Steve Najarro,1,wfca,wfca,,,,,,,0,,,,,,,,,,0,,,
ABRAHAM LINC,(304) 842-6474,519 W MAIN ST,BRIDGEPORT,West Virginia,26330,,http://www.abrahamlinc.com,Darren,Abraham,Darren Abraham,1,wfca,wfca,,,,,,,0,,,,,,,,,,0,,,
"ALL AMERICAN HARDWOOD, INC",(909) 947-5157,1735 E GREVILLEA CT,ONTARIO,California,91761,,,Angela,Ma,Angela Ma,1,wfca,wfca,,,,,,,0,,,,,,,,,,0,,,
ALL TILE INC,(847) 979-2500,1201 CHASE AVE,ELK GROVE VILLAGE,Illinois,60007,,http://www.alltile.com,Bob,Weiss,Bob Weiss,1,wfca,wfca,,,,,,,0,,,,,,,,,,0,,,
ALLWOOD IMPORTS,(503) 255-7976,PO BOX 20308,PORTLAND,Oregon,97294,,http://allwoodimport.com,Hung,Chen,Hung Chen,1,wfca,wfca,,,,,,,0,,,,,,,,,,0,,,
AMAZON WOOD FLOORS,(818) 394-9701,8828 LANKERSHIM BLVD,SUN VALLEY,California,91352,,http://www.amazonwoodfloors.com,Edgar,Takvoryan,Edgar Takvoryan,1,wfca,wfca,,,,,,,0,,,,,,,,,,0,,,
B & M NOBLE/DuCHATEAU,(619) 793-5899,1501 FRONT ST #115,SAN DIEGO,California,92101,,http://www.duchateaufloors.com,Scott,Petersen,Scott Petersen,1,wfca,wfca,,,,,,,0,,,,,,,,,,0,,,
B P I,(901) 744-6202,3263 SHARPE AVE,MEMPHIS,Tennessee,38111,,http://www.bpidecosurf.com,John,Anderson,John Anderson,1,wfca,wfca,,,,,,,0,,,,,,,,,,0,,,
"BASE KING, LLC",(800) 586-3236,137 LOWER DUG GAP RD SW,DALTON,Georgia,9272,,http://www.bindnstix.com,Dennis,Schlisner,Dennis Schlisner,1,wfca,wfca,,,,,,,0,,,,,,,,,,0,,,
BEST BUY FLOORING SOURCE,(800) 245-0652,PO BOX 1308,CHATSWORTH,Georgia,6372,,,Larry,Heckman,Larry Heckman,1,wfca,wfca,,,,,,,0,,,,,,,,,,0,,,
BROTHERS BUILDING MATERIALS INC,(626) 551-1568,900 E VERMONT AVE,ANAHEIM,California,92805,,http://www.brothersmosaic.com,Carson,Xu,Carson Xu,1,wfca,wfca,,,,,,,0,,,,,,,,,,0,,,
"C G PLANCHER, INC",(819) 643-2220,336 CHEMIN INDUSTRIEL,GATINEAU,Quebec,J8R 3N9,,http://www.cgplancher.com,Carole,DesJardins,Carole DesJardins,1,wfca,wfca,,,,,,,0,,,,,,,,,,0,,,
CAL-FLOR ACCESSORY SYSTEMS,(530) 534-1426,1000 CAL OAK RD,OROVILLE,California,95965,,http://www.cal-flor.com,Bruce,Hall,Bruce Hall,1,wfca,wfca,,,,,,,0,,,,,,,,,,0,,,
CENO GROUP,(713) 551-8460,12221 CARLSBAD,HOUSTON,Texas,77085,,http://floorsanding.com,Robert,Moffett,Robert Moffett,1,wfca,wfca,,,,,,,0,,,,,,,,,,0,,,
CFS CORPORATION,(770) 614-8009,3371 MARTIN FARM RD,SUWANEE,Georgia,30024,,http://www.cfscorporate.com,Bin,Liu,Bin Liu,1,wfca,wfca,,,,,,,0,,,,,,,,,,0,,,
CHINAFLOORS LAMETT NORTH AMERICA INC,(770) 489-2419,4579 CABINWOOD TURN,DOUGLASVILLE,Georgia,30135,,http://www.chinafloors.com,Perry,Coker,Perry Coker,1,wfca,wfca,,,,,,,0,,,,,,,,,,0,,,
COUNTRY WOOD FLOORING,(626) 820-8555,"17521 RAILROAD ST, UNIT G",CITY OF INDUSTRY,California,91748,,http://www.countrywoodfloor.net,Peter,Feng,Peter Feng,1,wfca,wfca,,,,,,,0,,,,,,,,,,0,,,
DALTON CARPET MART,(706) 226-7404,2222 S HAMILTON EXT,DALTON,Georgia,30721,,http://www.daltoncarpetmart.com,Cynthia,Potts,Cynthia Potts,1,wfca,wfca,,,,,,,0,,,,,,,,,,0,,,
"EASTOREAN FLOORING, INC  / A.J. TRADING",(909) 869-0500,"2F LIANTAI BLDG, NO 41 HULI RD",XIAMEN,FUJIAN,361006,,http://www.ajtrading1015.com,Jay,Cho,Jay Cho,1,wfca,wfca,,,,,,,0,,,,,,,,,,0,,,
ECOFUSION FLOORING,(877) 215-6824,19224 E WALNUT DR N #5,CITY OF INDUSTRY,California,91748,,http://www.ecofusionflooring.com,Chanel,Clifford,Chanel Clifford,1,wfca,wfca,,,,,,,0,,,,,,,,,,0,,,
"ELEGANZA TILES, INC",(714) 224-1700,3125 E CORONADO ST,ANAHEIM,California,92806,,http://www.eleganzatiles.com,Mike,Darmawan,Mike Darmawan,1,wfca,wfca,,,,,,,0,,,,,,,,,,0,,,
ELEMENTS FLOORING,(323) 277-7930,4461 S SANTA FE AVE,VERNON,California,90058,,http://www.elementsflooring.com,James,Park,James Park,1,wfca,wfca,,,,,,,0,,,,,,,,,,0,,,
"EMILAMERICA, INC",(703) 751-3645,22701 DULLES SUMMIT CT,DULLES,Virginia,9575,,http://www.emilamerica.com,David,Lang,David Lang,1,wfca,wfca,,,,,,,0,,,,,,,,,,0,,,
EMSER TILE & NATURAL STONE,(323) 650-2000,8431 SANTA MONICA BLVD,LOS ANGELES,California,4294,,http://www.emser.com,Shannon,Ghodsian,Shannon Ghodsian,1,wfca,wfca,,,,,,,0,,,,,,,,,,0,,,
ENNOVAGE LLC,(714) 256-4828,"200 N BERRY ST, BLDG B",BREA,California,92821,,http://www.ennovage.com,Mark,Prince,Mark Prince,1,wfca,wfca,,,,,,,0,,,,,,,,,,0,,,
FIBREWORKS CORP,(502) 499-9944,2417 DATA DR,LOUISVILLE,Kentucky,40299,,http://www.fibreworks.com,Kim,Lewis,Kim Lewis,1,wfca,wfca,,,,,,,0,,,,,,,,,,0,,,
GOTON TILES INC,(714) 935-9986,1543 S STATE COLLEGE BLVD,ANAHEIM,California,92806,,http://www.gotontiles.com,Ken,Li,Ken Li,1,wfca,wfca,,,,,,,0,,,,,,,,,,0,,,
HIGUERA HARDWOODS,(360) 779-6050,PO BOX 2067,POULSBO,Washington,98370,,http://www.higuerahardwoods.com,Joe,Gallegos,Joe Gallegos,1,wfca,wfca,,,,,,,0,,,,,,,,,,0,,,
"HOME LEGEND, LLC",(706) 383-5904,PO BOX 887,ADAIRSVILLE,Georgia,30103,,http://www.homelegend.com,Tiffany,Davis,Tiffany Davis,1,wfca,wfca,,,,,,,0,,,,,,,,,,0,,,
"ICON STONE, INC",(714) 635-5353,13000 FIRESTONE BLVD,SANTA FE SPRINGS,California,90670,,http://www.iconstoneinc.com,Mehmet,Aktas,Mehmet Aktas,1,wfca,wfca,,,,,,,0,,,,,,,,,,0,,,
IMPERIAL WHOLESALE INC,(480) 986-6900,9602 E APACHE TRAIL,MESA,Arizona,85207,,http://www.imperialwholesaleinc.com,Michael,Imperial,Michael Imperial,1,wfca,wfca,,,,,,,0,,,,,,,,,,0,,,
INTERNATIONAL PRODUCT GROUP,(800) 397-9799,PO BOX 1676,SUGAR LAND,Texas,77487,,,W.,Hoelker,W. Hoelker,1,wfca,wfca,,,,,,,0,,,,,,,,,,0,,,
J. H. FREED & SONS,(858) 292-6901,7717 OSTROW ST,SAN DIEGO,California,92111,,http://www.freedomcarpets.com,Chris,Freed,Chris Freed,1,wfca,wfca,,,,,,,0,,,,,,,,,,0,,,
L A HARDWOOD FLOORING INC,(818) 361-0099,345 PARKSIDE DR,SAN FERNANDO,California,91340,,,Eli,Shuat,Eli Shuat,1,wfca,wfca,,,,,,,0,,,,,,,,,,0,,,
"LINCO ENTERPRISES, INC",(909) 941-7900,12033 JACK BENNY DRIVE #104,RANCHO CUCAMONGA,California,91739,,http://www.lincoenterprises.com,Ben,Lin,Ben Lin,1,wfca,wfca,,,,,,,0,,,,,,,,,,0,,,
LOTSOFCARPET.COM,(877) 475-2204,825 OLD RUCKER RD,ALPHARETTA,Georgia,30004,,http://www.lotsofcarpet.com,Steve,Garrett,Steve Garrett,1,wfca,wfca,,,,,,,0,,,,,,,,,,0,,,
"M K DIAMOND PRODUCTS, INC",(310) 539-5221,PO BOX 2803,TORRANCE,California,2803,,http://mkdiamond.com,Rulon,Heaton,Rulon Heaton,1,wfca,wfca,,,,,,,0,,,,,,,,,,0,,,
"MAJESTIC STONE IMPORT, INC",(602) 253-7800,129 E PIMA ST,PHOENIX,Arizona,85004,,http://www.majesticstoneimport.com,Robert,Arnett,Robert Arnett,1,wfca,wfca,,,,,,,0,,,,,,,,,,0,,,
MARME CANADA INC,(905) 660-1214,150 CALDARI RD,CONCORD,Ontario,L4K 4L1,,http://www.marmecanada.com,Suleyman,Odemis,Suleyman Odemis,1,wfca,wfca,,,,,,,0,,,,,,,,,,0,,,
MC RAE SALES AND DISTRIBUTING INC,(801) 487-1021,2747 LEMEL CIRCLE,SALT LAKE CITY,Utah,84115,,http://www.wholesaleflooringexpo.com,Kip,McRae,Kip McRae,1,wfca,wfca,,,,,,,0,,,,,,,,,,0,,,
MEDITERRANEA,(305) 718-5091,3501 NW 115TH AVE,DORAL,Florida,33178,,http://www.mediterranea-usa.com,Don,Mariutto,Don Mariutto,1,wfca,wfca,,,,,,,0,,,,,,,,,,0,,,
"MICHAELS CARPET, INC",(706) 629-1242,PO BOX 488,CALHOUN,Georgia,30703,,,Brent,Brutledge,Brent Brutledge,1,wfca,wfca,,,,,,,0,,,,,,,,,,0,,,
N W BAMBOO TRIM INC,(206) 963-8911,"15300 WOODINVILLE REDMOND RD NE, STE C2",WOODINVILLE,Washington,4510,,http://www.nwbambootrim.com,David,Johns,David Johns,1,wfca,wfca,,,,,,,0,,,,,,,,,,0,,,
NATURESORT INC,(713) 661-6267,3818 FUQUA ST,HOUSTON,Texas,77047,,http://www.naturesort.com,Jianqiu,Fang,Jianqiu Fang,1,wfca,wfca,,,,,,,0,,,,,,,,,,0,,,
NIKOS IMPORT-EXPORT LLC,(586) 781-9000,17411 23 MILE RD,MACOMB,Michigan,48042,,http://www.nikosimportexport.com,Kole,Ivanaj,Kole Ivanaj,1,wfca,wfca,,,,,,,0,,,,,,,,,,0,,,
"NIKZAD IMPORT, INC",(323) 733-4144,4403 W JEFFERSON BLVD,LOS ANGELES,California,90016,,http://www.nikzad.com,Fred,Nikzad,Fred Nikzad,1,wfca,wfca,,,,,,,0,,,,,,,,,,0,,,
NORTHSTAR CERAMIC TRADING LLC,(972) 392-3800,14500 E BELTWOOD PKWY,DALLAS,Texas,75244,,http://www.northstarceramics.com,Peggy,Malloy,Peggy Malloy,1,wfca,wfca,,,,,,,0,,,,,,,,,,0,,,
NOVA DISTINCTIVE FLOORS,(310) 604-0060,1710 E SEPULVEDA BLVD,CARSON,California,90745,,http://www.novafloorings.com,Chris,Cash,Chris Cash,1,wfca,wfca,,,,,,,0,,,,,,,,,,0,,,
ONYX TILE DISTRIBUTORS,(973) 344-5545,"357 WILSON AVE, BLDG 8",NEWARK,New Jersey,7105,,http://www.tilebyonyx.com,Tamer,Kilincoglu,Tamer Kilincoglu,1,wfca,wfca,,,,,,,0,,,,,,,,,,0,,,
PAN AMERICAN CERAMICS,(626) 961-0051,16610 E GALE AVE,CITY OF INDUSTRY,California,91745,,http://www.panamericanceramics.com,Troy,Moon,Troy Moon,1,wfca,wfca,,,,,,,0,,,,,,,,,,0,,,
"PATRIOT TIMBER PRODUCTS, INC",(336) 299-7755,PO BOX 19065,GREENSBORO,North Carolina,27419,,http://www.patriottimber.com,Paul,Gosnell,Paul Gosnell,1,wfca,wfca,,,,,,,0,,,,,,,,,,0,,,
PRAVADA FLOORS INC,(604) 597-6881,105-13112 84TH AVE,SURREY,British Columbia,V3W 1L2,,http://www.pravadafloors.com,Onkarnbir,Bandesha,Onkarnbir Bandesha,1,wfca,wfca,,,,,,,0,,,,,,,,,,0,,,
PROVENZA FLOORS INC,(949) 788-0900,3211 S HARBOR BLVD,SANTA ANA,California,92704,,http://www.provenzafloors.com,Ron,Sadri,Ron Sadri,1,wfca,wfca,,,,,,,0,,,,,,,,,,0,,,
QFLOORS,(801) 563-0140,"7050 S 400 W, STE 100",MIDVALE,Utah,84047,,http://www.qfloors.com,Chad,Ogden,Chad Ogden,1,wfca,wfca,,,,,,,0,,,,,,,,,,0,,,
R & D COATINGS,(412) 771-8110,1320 ISLAND AVE,KEES ROCKS,Pennsylvania,15136,,http://www.rdcoatings.com,Buster,Weinzierl,Buster Weinzierl,1,wfca,wfca,,,,,,,0,,,,,,,,,,0,,,
"RUBIO MONOCOAT USA, LLC",(805) 384-9200,537 CONSTITUTIONI AVE UNIT E,CAMARILLO,California,93012,,http://www.rubiomonocoatusa.com,Patrick,Mervyn,Patrick Mervyn,1,wfca,wfca,,,,,,,0,,,,,,,,,,0,,,
RVJ INTERNATIONAL BY UNIQUE 4U,(702) 871-6377,6130 W FLAMINGO RD PMB 460,LAS VEGAS,Nevada,89103,,http://www.happyfeet.net,Vida,Guillory,Vida Guillory,1,wfca,wfca,,,,,,,0,,,,,,,,,,0,,,
"SAXONY DISTRIBUTORS, INC",(561) 276-6774,660 LINTON BLVD #211,DELRAY BEACH,Florida,33444,,http://www.saxcarpet.com,Gary,Chatoff,Gary Chatoff,1,wfca,wfca,,,,,,,0,,,,,,,,,,0,,,
SCHONOX,(256) 245-0345,515 WILHITE ST,FLORENCE,Alabama,35630,,http://www.hpsubfloors.com,Karen,Bellinger,Karen Bellinger,1,wfca,wfca,,,,,,,0,,,,,,,,,,0,,,
SMARTWOOD FLOORING INC,(626) 333-6666,13668 VALLEY BLVD UNIT A,CITY OF INDUSTRY,California,91746,,http://www.smartwoodflooring.net,Issac,La,Issac La,1,wfca,wfca,,,,,,,0,,,,,,,,,,0,,,
SOUND SEAL / IMPACTA FLOORING DIVISION,(800) 569-1294,PO BOX 545,AGAWAM,Massachusetts,1001,,http://www.acousticflooring.com,Bill,Devin,Bill Devin,1,wfca,wfca,,,,,,,0,,,,,,,,,,0,,,
STANTON CARPET,(516) 822-5878,211 ROBBINS LANE,SYOSSET,New York,11791,,http://www.stantoncarpet.com,Jonathan,Cohen,Jonathan Cohen,1,wfca,wfca,,,,,,,0,,,,,,,,,,0,,,
STARNET COMMERCIAL FLOORING INC,(800) 787-6381,20 HOMESTEAD RD,DARIEN,Connecticut,6820,,http://www.starnetflooring.com,Jeanne,Matson,Jeanne Matson,1,wfca,wfca,,,,,,,0,,,,,,,,,,0,,,
STEVENS OMNI INC,(800) 563-4866,6430-A KENNEDY RD,MISSISSAUGA,Ontario,L5T 2Z5,,"http://www,stevensomni.com",Lindsay,Selby,Lindsay Selby,1,wfca,wfca,,,,,,,0,,,,,,,,,,0,,,
STOVERS LLC,(865) 523-4449,PO BOX 6749,KNOXVILLE,Tennessee,37914,,http://www.stoversliquidation.com,Darryl,Hartnagle,Darryl Hartnagle,1,wfca,wfca,,,,,,,0,,,,,,,,,,0,,,
STRATEGIS INTERNATIONAL INC,(450) 463-9663,420 RUE TRANS-CANADA,LONGUEUIL,Quebec,J4G 1N8,,http://www.strategisinc.biz,Jeffrey,Feller,Jeffrey Feller,1,wfca,wfca,,,,,,,0,,,,,,,,,,0,,,
SWIFF-TRAIN CO / EARTHWERKS,(361) 883-1706,2500 AGNES ST,CORPUS CHRISTI,Texas,78405,,http://www.swiff-train.com,L.A.,Train,L.A. Train,1,wfca,wfca,,,,,,,0,,,,,,,,,,0,,,
SYNTHETIC GRASS WAREHOUSE,(714) 683-2050,1400 N DALY ST,ANAHEIM,California,92806,,http://www.syntheticgrasswarehouse.com,Victor,Lanfranco,Victor Lanfranco,1,wfca,wfca,,,,,,,0,,,,,,,,,,0,,,
TRI-WEST LTD,(562) 692-9166,12005 E PIKE ST,SANTA FE SPRINGS,California,90670,,http://www.triwestltd.com,Daniel,Proctor,Daniel Proctor,1,wfca,wfca,,,,,,,0,,,,,,,,,,0,,,
TROPICAL FLOORING,(626) 582-8652,2400 CHICO AVE,SOUTH EL MONTE,California,91733,,,Bobby,Lin,Bobby Lin,1,wfca,wfca,,,,,,,0,,,,,,,,,,0,,,
TROXELL USA,(714) 847-0880,18392 ENTERPRISE LANE,HUNTINGTON BEACH,California,92648,,http://www.troxellusa.com,Ron,Troxell,Ron Troxell,1,wfca,wfca,,,,,,,0,,,,,,,,,,0,,,
V S P FLOORING,(706) 270-1444,P O BOX 668,CHATSWORTH,Georgia,30705,,http://www.vspflooring.com,David,Polley,David Polley,1,wfca,wfca,,,,,,,0,,,,,,,,,,0,,,
V.A.L. FLOORS,(201) 617-7900,555 GOTHAM PARKWAY,CARLSTADT,New Jersey,7072,,http://www.valfloors.com,Vito,Lupino,Vito Lupino,1,wfca,wfca,,,,,,,0,,,,,,,,,,0,,,
"VERSATRIM, INC",(866) 200-8132,860 COMMERCE DR,HENDERSON,North Carolina,27537,,http://versatrim.com,Thilo,Hessler,Thilo Hessler,1,wfca,wfca,,,,,,,0,,,,,,,,,,0,,,
WELLMADE FLOOR COVERING INTERNATIONAL,(866) 582-0848,26100 SW 95TH AVE # 205,WILSONVILLE,Oregon,97070,,http://www.wellmadefloors.com,Bruce,Baxter,Bruce Baxter,1,wfca,wfca,,,,,,,0,,,,,,,,,,0,,,
WESTERN PACIFIC TILE,(800) 646-6161,1575 S STATE COLLEGE BLVD,ANAHEIM,California,92806,,http://www.westernpacifictile.com,Mark,Robson,Mark Robson,1,wfca,wfca,,,,,,,0,,,,,,,,,,0,,,
WOODCARE USA LLC,(770) 441-0021,4729 B PEACHTREE INDUSTRIAL BLVD,NORCROSS,Georgia,30092,,http://www.woodcareusa.com,John,Thafvelin,John Thafvelin,1,wfca,wfca,,,,,,,0,,,,,,,,,,0,,,
XPRESS GLOBAL SYSTEMS,(800) 367-4416,4080 JENKINS RD,CHATTANOOGA,Tennessee,37421,,http://www.xgsi.com,David,Curvin,David Curvin,1,wfca,wfca,,,,,,,0,,,,,,,,,,0,,,
INDEPENDENT FLOORING CONSULTANTS,(623) 293-3609,1564 TRITON ST,CARLSBAD,California,92011,,,Debra,Pollard,Debra Pollard,1,wfca,wfca,,,,,,,0,,,,,,,,,,0,,,
A F S / ADVANCED FLRG SPECIALISTS,(530) 888-1217,12215 ALTA MESA,AUBURN,California,95603,,,Fred,Gamble,Fred Gamble,1,wfca,wfca,,,,,,,0,,,,,,,,,,0,,,
AIRE PURA,(505) 975-5766,PO BOX 8,PORTSMOUTH,Iowa,51565,,,Patrick,Kenney,Patrick Kenney,1,wfca,wfca,,,,,,,0,,,,,,,,,,0,,,
ALL AMERICAN INTERIORS,(706) 509-9483,115 BRISTOL PL SE,CALHOUN,Georgia,30701,,,Richard,Snow,Richard Snow,1,wfca,wfca,,,,,,,0,,,,,,,,,,0,,,
"ANTHONY PALANDRO FLOORING, INC",(610) 874-3101,60 BARREN RD,NEWTOWN SQUARE,Pennsylvania,19073,,,Anthony,Palandro,Anthony Palandro,1,wfca,wfca,,,,,,,0,,,,,,,,,,0,,,
ANZALONE FLOORING INSPECTIONS,(716) 570-1337,4275 MARSHFIELD RD,LAWTONS,New York,14091,,,Jim,Anzalone,Jim Anzalone,1,wfca,wfca,,,,,,,0,,,,,,,,,,0,,,
ARIZONA FLOORING FORENSICS LLC,(928) 639-3817,1803 VANDERHOEF LN,COTTONWOOD,Arizona,86326,,,John,Wabeke,John Wabeke,1,wfca,wfca,,,,,,,0,,,,,,,,,,0,,,
ARKON INSPECTIONS,(435) 862-1042,923 E 80 S,OREM,Utah,84097,,,Scott,Arkon,Scott Arkon,1,wfca,wfca,,,,,,,0,,,,,,,,,,0,,,
ASSURED FLOORING INSPECTION SERVICES,(817) 296-8150,7048 RIDGE CREST DR,NORTH RICHLAND HILLS,Texas,76182,,,Richard,Schumann,Richard Schumann,1,wfca,wfca,,,,,,,0,,,,,,,,,,0,,,
"ATHEYS INSPECTION SERVICE, LLC",(262) 293-3655,W150 N 7317 WOOD VIEW DR,MENOMONEE FALLS,Wisconsin,53051,,,Paul,Athey,Paul Athey,1,wfca,wfca,,,,,,,0,,,,,,,,,,0,,,
BAREFOOT FLOORING,(910) 264-1005,1717 N COUNTY DR,CASTLE HAYNE,North Carolina,28429,,http://www.barefootflooring.com,James,Wilson,James Wilson,1,wfca,wfca,,,,,,,0,,,,,,,,,,0,,,
BC FLOORING SPECIALISTS,(317) 635-3242,1014 S BELMONT AVE,INDIANAPOLIS,Indiana,1106,,,William,Coble,William Coble,1,wfca,wfca,,,,,,,0,,,,,,,,,,0,,,
BENGAL INSPECTION SERVICES,(225) 439-9616,721 NAPOLEAN ST,BATON ROUGE,Louisiana,70802,,,Charles,Brady,Charles Brady,1,wfca,wfca,,,,,,,0,,,,,,,,,,0,,,
BETTS FLOORING SERVICE,(707) 894-4657,110 CLOVER SPRINGS DR,CLOVERDALE,California,95425,,,Jim,Betts,Jim Betts,1,wfca,wfca,,,,,,,0,,,,,,,,,,0,,,
BRENT RITCHIE,(801) 414-9410,11573 OLIVE BERRY LN,DRAPER,Utah,84020,,,Brent,Ritchie,Brent Ritchie,1,wfca,wfca,,,,,,,0,,,,,,,,,,0,,,
CALI-FLOOR TECHNICAL SERVICES INC,(916) 760-8030,3053 FREEPORT BLVD #269,SACRAMENTO,California,95818,,http://www.flooringexpert.com,Raymond,Darrah,Raymond Darrah,1,wfca,wfca,,,,,,,0,,,,,,,,,,0,,,
"CALIFORNIA FLOOR INSPECTION NETWORK, INC",(951) 246-7343,PO BOX 946,PERRIS,California,92571,,http://www.cfin2000.com,M.,Zaim Islam,M. Zaim Islam,1,wfca,wfca,,,,,,,0,,,,,,,,,,0,,,
CARL COTHRAN,(706) 844-4257,PO BOX 265,ROME,Georgia,30162,,,Carl,Cothran,Carl Cothran,1,wfca,wfca,,,,,,,0,,,,,,,,,,0,,,
CARPET ARTS INSPECTION SERVICE,(410) 465-6053,PO BOX 1491,ELLICOTT CITY,Maryland,21041,,,Mark,Brown,Mark Brown,1,wfca,wfca,,,,,,,0,,,,,,,,,,0,,,
CARPET SERVICES PLUS,(440) 582-5287,14812 LANCELOT LANE W,NORTH ROYALTON,Ohio,44133,,,Paul,Borzy,Paul Borzy,1,wfca,wfca,,,,,,,0,,,,,,,,,,0,,,
CARPET TECHNOLOGY ASSOCIATES,(239) 489-0916,"4396 BOWSPRIT CT, UNIT 4E",FT MYERS,Florida,33912,,,John,"Herwick, Inspector","John Herwick, Inspector",1,wfca,wfca,,,,,,,0,,,,,,,,,,0,,,
CERTIFIED FLOORING INSPECTIONS INC,(928) 203-9727,20 EAGLE LANE,SEDONA,Arizona,86336,,,Rick,Sierchio,Rick Sierchio,1,wfca,wfca,,,,,,,0,,,,,,,,,,0,,,
CERTIFIED INSPECTIONS,(612) 384-7215,PO BOX 1403,BURNSVILLE,Minnesota,55337,,,John,Paro,John Paro,1,wfca,wfca,,,,,,,0,,,,,,,,,,0,,,
CERTIFIED INSPECTIONS,(209) 869-5994,2205 CHRISTMAS TREE LN,RIVERBANK,California,95367,,http://carpetschool.com,Libby,Longstreth,Libby Longstreth,1,wfca,wfca,,,,,,,0,,,,,,,,,,0,,,
CHARLES B STEPHENS,(770) 480-7296,2401 WINDY HILL RD,MARIETTA,Georgia,30067,,http://www.cbstephensllc.com,Charles,Stephens,Charles Stephens,1,wfca,wfca,,,,,,,0,,,,,,,,,,0,,,
CHARLES PARSLEY CARPET INSPECTION,(719) 545-9890,43 NORMANDY CIR,PUEBLO,Colorado,81001,,,Charles,Parsley,Charles Parsley,1,wfca,wfca,,,,,,,0,,,,,,,,,,0,,,
